* ID=Minilog-II-T
* Serial Number=354548
* Study ID=Melrose 2018 (5m)
* Start Time=2018-06-15 14:31:13
* Finish Time=2018-10-10 11:31:13
* Sample Period=01:00:00
* Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C)
2018-07-15,03:31:13,8.00
2018-07-15,04:31:13,8.04
2018-07-15,05:31:13,7.50
2018-07-15,06:31:13,7.63
2018-07-15,07:31:13,7.14
2018-07-15,08:31:13,6.89
2018-07-15,09:31:13,6.97
2018-07-15,10:31:13,6.83
2018-07-15,11:31:13,6.76
2018-07-15,12:31:13,7.21
2018-07-15,13:31:13,7.09
2018-07-15,14:31:13,6.63
2018-07-15,15:31:13,7.03
2018-07-15,16:31:13,6.91
2018-07-15,17:31:13,6.44
2018-07-15,18:31:13,6.57
2018-07-15,19:31:13,7.41
2018-07-15,20:31:13,7.58
2018-07-15,21:31:13,7.42
2018-07-15,22:31:13,6.99
2018-07-15,23:31:13,7.00
2018-07-16,00:31:13,6.96
2018-07-16,01:31:13,6.79
2018-07-16,02:31:13,6.68
2018-07-16,03:31:13,6.55
2018-07-16,04:31:13,6.18
2018-07-16,05:31:13,6.38
2018-07-16,06:31:13,6.34
2018-07-16,07:31:13,6.08
2018-07-16,08:31:13,6.22
2018-07-16,09:31:13,5.97
2018-07-16,10:31:13,5.82
2018-07-16,11:31:13,6.63
2018-07-16,12:31:13,6.83
2018-07-16,13:31:13,7.23
2018-07-16,14:31:13,6.65
2018-07-16,15:31:13,6.12
2018-07-16,16:31:13,6.22
2018-07-16,17:31:13,6.17
2018-07-16,18:31:13,6.04
2018-07-16,19:31:13,6.06
2018-07-16,20:31:13,5.97
2018-07-16,21:31:13,5.90
2018-07-16,22:31:13,5.85
2018-07-16,23:31:13,5.76
2018-07-17,00:31:13,5.74
2018-07-17,01:31:13,5.94
2018-07-17,02:31:13,6.14
2018-07-17,03:31:13,7.02
2018-07-17,04:31:13,7.12
2018-07-17,05:31:13,7.07
2018-07-17,06:31:13,7.17
2018-07-17,07:31:13,7.12
2018-07-17,08:31:13,7.27
2018-07-17,09:31:13,7.27
2018-07-17,10:31:13,7.00
2018-07-17,11:31:13,7.06
2018-07-17,12:31:13,7.10
2018-07-17,13:31:13,7.01
2018-07-17,14:31:13,6.93
2018-07-17,15:31:13,7.44
2018-07-17,16:31:13,7.44
2018-07-17,17:31:13,7.55
2018-07-17,18:31:13,7.51
2018-07-17,19:31:13,7.28
2018-07-17,20:31:13,6.84
2018-07-17,21:31:13,6.69
2018-07-17,22:31:13,6.68
2018-07-17,23:31:13,6.66
2018-07-18,00:31:13,6.67
2018-07-18,01:31:13,6.54
2018-07-18,02:31:13,6.33
2018-07-18,03:31:13,6.19
2018-07-18,04:31:13,6.12
2018-07-18,05:31:13,6.07
2018-07-18,06:31:13,5.78
2018-07-18,07:31:13,5.60
2018-07-18,08:31:13,5.50
2018-07-18,09:31:13,4.55
2018-07-18,10:31:13,4.07
2018-07-18,11:31:13,4.28
2018-07-18,12:31:13,4.07
2018-07-18,13:31:13,4.61
