ShipTrip,Section,Station,Lat,Lon,Date,Day,Month,Year,TimeUTC,Season,T#,SampleID,TowDepth,DW_small,DW_large,corrDW_small,corrDW_large,Comments,Ship,Trip,Set,NewShipTrip,UID,BottomSampleID,TopSampleID
TEM230,S27,S27-01,47.5466666666666,-52.5866666666666,1998-10-24,24,10,1998,nan,,3359,,165.0,0.359,0.143,0.718,0.286,,,,,,,,
TEM230,S27,S27-01,47.5466666666666,-52.5866666666666,1998-11-05,5,11,1998,09:48:00,Fall,3363,,165.0,0.17,0.14,0.34,0.28,,,,,,,,
TEM232,S27,S27-01,47.5466666666666,-52.5866666666666,1998-11-22,22,11,1998,20:45:00,Fall,3361,,165.0,0.144,0.178,0.288,0.356,,,,,,,,
TEL075,S27,S27-01,47.5466666666666,-52.5866666666666,1998-11-24,24,11,1998,04:59:00,Fall,3360,,165.0,0.193,0.188,0.386,0.376,,,,,,,,
TEM234,S27,S27-01,47.5466666666666,-52.5866666666666,1999-03-29,29,3,1999,23:39:00,,3356,,165.0,0.248,0.248,0.496,0.496,,10,234,001,10234,10234001,50040.0,50049.0
CG206,S27,S27-01,47.5466666666666,-52.5866666666666,1999-05-04,4,5,1999,13:30:00,Spring,3357,,165.0,0.473,0.217,0.946,0.434,,27,206,001,27206,27206001,,
TEM237,S27,S27-01,47.5466666666666,-52.5866666666666,1999-05-07,7,5,1999,12:45:00,Spring,3355,,165.0,0.231,0.422,0.462,0.844,,10,237,001,10237,10237001,50060.0,50069.0
TEM238,S27,S27-01,47.5466666666666,-52.5866666666666,1999-05-10,10,5,1999,23:00:00,Spring,3353,,165.0,0.238,0.757,0.476,1.514,,10,238,001,10238,10238001,50070.0,50079.0
TEL078,S27,S27-01,47.5466666666666,-52.5866666666666,1999-05-13,13,5,1999,20:55:00,Spring,2512,,162.0,0.251,0.393,0.502,0.786,,39,078,001,39078,39078001,57102.0,57112.0
TEL078,,FishSet-05,47.5,-52.3416666666666,1999-05-14,14,5,1999,02:30:00,Spring,2515,,162.0,0.325,0.519,0.65,1.038,,39,078,005,39078,39078005,,
TEL078,,FishSet-08,47.5,-52.3083333333333,1999-05-14,14,5,1999,07:32:00,Spring,2514A,,84.0,0.185,0.147,0.37,0.294,,39,078,008,39078,39078008,,
TEL078,,FishSet-08,47.5,-52.3083333333333,1999-05-14,14,5,1999,07:32:00,Spring,2514A,,157.0,0.347,0.501,0.694,1.002,,39,078,008,39078,39078008,,
TEL078,,FishSet-05,47.5,-52.3416666666666,1999-05-14,14,5,1999,02:30:00,Spring,2515A,,80.0,0.184,0.23,0.368,0.46,,39,078,005,39078,39078005,,
TEL078,,FishSet-06,47.4366666666666,-52.2483333333333,1999-05-14,14,5,1999,11:55:00,Spring,2516A,,154.0,0.264,0.557,0.528,1.114,,39,078,006,39078,39078006,,
TEL078,,FishSet-06,47.4366666666666,-52.2483333333333,1999-05-14,14,5,1999,11:55:00,Spring,2516A,,77.0,0.208,0.166,0.416,0.332,,39,078,006,39078,39078006,,
TEL078,,Fish Set 11,47.4949999999999,-50.1866666666666,1999-05-15,15,5,1999,19:20:00,Spring,2518A,,50.0,0.197,0.245,0.394,0.49,,39,078,011,39078,39078011,,
TEL078,,Fish Set 11,47.4949999999999,-50.1866666666666,1999-05-15,15,5,1999,19:20:00,Spring,2518A,,90.0,0.318,0.234,0.636,0.468,,39,078,011,39078,39078011,,
TEL078,,Fish Set 14,47.9983333333333,-49.2133333333333,1999-05-16,16,5,1999,19:20:00,Spring,2517,,200.0,0.398,1.081,0.796,2.162,,39,078,014,39078,39078014,,
TEL078,,Fish Set 14,47.9983333333333,-49.2133333333333,1999-05-16,16,5,1999,19:20:00,Spring,2517A,,70.0,0.31,0.404,0.62,0.808,,39,078,014,39078,39078014,,
TEL078,,Fish Set 21,49.4866666666666,-49.8016666666666,1999-05-18,18,5,1999,20:00:00,Spring,2520,,260.0,0.287,1.762,0.574,3.524,,39,078,021,39078,39078021,,
TEL078,,Fish Set 21,49.4866666666666,-49.8016666666666,1999-05-18,18,5,1999,20:00:00,Spring,2520A,,100.0,0.221,0.345,0.442,0.69,,39,078,021,39078,39078021,,
TEM241,S27,S27-01,47.5466666666666,-52.5866666666666,1999-05-19,19,5,1999,19:40:00,Spring,3345,,165.0,,,,,,10,241,001,10241,10241001,,
TEL078,,Fish Set 26,48.38,-49.8849999999999,1999-05-19,19,5,1999,19:40:00,Spring,2524A,,100.0,0.189,0.297,0.378,0.594,,39,078,026,39078,39078026,,
TEL078,,Fish Set 26,48.38,-49.8849999999999,1999-05-19,19,5,1999,19:40:00,Spring,2524A,,225.0,0.143,1.093,0.286,2.186,,39,078,026,39078,39078026,,
TEL078,,SeqStn-091,48.9916666666666,-53.1416666666666,1999-05-20,20,5,1999,03:45:00,Spring,2522A,,166.0,0.123,0.352,0.246,0.704,,39,078,091,39078,39078091,,
TEL078,,SeqStn-091,48.9916666666666,-53.1416666666666,1999-05-20,20,5,1999,03:45:00,Spring,2522A,,332.0,1.686,0.852,3.372,1.704,,39,078,091,39078,39078091,,
TEL078,,SeqStn-079,48.4983333333333,-49.6049999999999,1999-05-20,20,5,1999,01:20:00,Spring,2525A,,100.0,0.192,0.86,0.384,1.72,,39,078,079,39078,39078079,,
TEL078,,SeqStn-079,48.4983333333333,-49.6049999999999,1999-05-20,20,5,1999,01:20:00,Spring,2525A,,300.0,0.215,1.872,0.43,3.744,,39,078,079,39078,39078079,,
TEM238,S27,S27-01,47.5466666666666,-52.5866666666666,1999-05-21,21,5,1999,06:00:00,Spring,3352,,165.0,0.118,0.239,0.236,0.478,,10,238,001,10238,10238001,50089.0,50088.0
TEL078,BB,BB-04,48.9166666666666,-52.3999999999999,1999-05-22,22,5,1999,17:23:00,Spring,2523,,300.0,0.326,1.185,0.652,2.37,,39,078,004,39078,39078004,,
TEL078,BB,BB-02,48.7999999999999,-52.75,1999-05-22,22,5,1999,11:02:00,Spring,2528,,182.0,0.068,0.628,0.136,1.256,,39,078,002,39078,39078002,57132.0,57137.0
TEL078,BB,BB-05,49.03,-52.0666666666666,1999-05-22,22,5,1999,20:45:00,Spring,2529,,285.0,0.616,0.259,1.232,0.518,,39,078,005,39078,39078005,,
TEL078,BB,BB-06,49.1,-51.8283333333333,1999-05-22,22,5,1999,23:15:00,Spring,2530,,280.0,0.2,0.372,0.4,0.744,,39,078,006,39078,39078006,57150.0,57155.0
TEL078,BB,BB-07,49.1899999999999,-51.5383333333333,1999-05-23,23,5,1999,02:55:00,Spring,2531,,300.0,0.201,0.727,0.402,1.454,,39,078,007,39078,39078007,57156.0,57161.0
TEL078,BB,BB-08,49.2783333333333,-51.2783333333333,1999-05-23,23,5,1999,06:09:00,Spring,2532,,300.0,0.295,2.082,0.59,4.164,,39,078,008,39078,39078008,57162.0,57167.0
TEL078,BB,BB-09,49.3666666666666,-51.0166666666666,1999-05-23,23,5,1999,09:05:00,Spring,2533,,300.0,0.28,1.638,0.56,3.276,,39,078,009,39078,39078009,57168.0,57173.0
TEL078,BB,BB-10,49.5166666666666,-50.5333333333333,1999-05-23,23,5,1999,16:07:00,Spring,2534,,300.0,0.253,1.575,0.506,3.15,,39,078,010,39078,39078010,,
TEL078,BB,BB-11,49.6833333333333,-50.0166666666666,1999-05-24,24,5,1999,00:04:00,Spring,2535,,300.0,0.115,0.635,0.23,1.27,,39,078,011,39078,39078011,,
TEL078,BB,BB-12,49.85,-49.5,1999-05-24,24,5,1999,04:20:00,Spring,2536,,300.0,0.027,2.314,0.054,4.628,,39,078,012,39078,39078012,,
TEL078,BB,BB-13,50.0,-49.0,1999-05-24,24,5,1999,07:49:00,Spring,2537,,300.0,0.096,1.229,0.192,2.458,,39,078,013,39078,39078013,57192.0,57197.0
TEM239,S27,S27-01,47.5466666666666,-52.5866666666666,1999-05-25,25,5,1999,23:14:00,Spring,3351,,165.0,0.164,0.588,0.328,1.176,,10,239,001,10239,10239001,,
TEL078,,FishSet-41,49.9133333333333,-54.2866666666666,1999-05-26,26,5,1999,07:13:00,Spring,2538A,,100.0,0.123,0.448,0.246,0.896,,39,078,041,39078,39078041,,
TEL078,,FishSet-41,49.9133333333333,-54.2866666666666,1999-05-26,26,5,1999,07:13:00,Spring,2538A,,242.0,0.156,0.553,0.312,1.106,,39,078,041,39078,39078041,,
TEL078,,FishSet-44,48.3449999999999,-53.0416666666666,1999-05-27,27,5,1999,18:00:00,Spring,2527A,,253.0,0.125,0.637,0.25,1.274,,39,078,044,39078,39078044,,
TEL078,,FishSet-44,48.3449999999999,-53.0416666666666,1999-05-27,27,5,1999,18:00:00,Spring,2527A,,100.0,0.16,0.21,0.32,0.42,,39,078,044,39078,39078044,,
TEL078,S27,S27-01,47.5466666666666,-52.5866666666666,1999-05-27,27,5,1999,18:00:00,Spring,2527A,,165.0,0.125,0.637,0.25,1.274,,39,078,001,39078,39078001,,
TEL078,S27,S27-01,47.5466666666666,-52.5866666666666,1999-05-28,28,5,1999,01:20:00,Spring,2539,,165.0,0.146,0.218,0.292,0.436,,39,078,001,39078,39078001,57198.0,57209.0
TEM239,S27,S27-01,47.5466666666666,-52.5866666666666,1999-06-04,4,6,1999,08:15:00,,3350,,165.0,0.016,0.304,0.032,0.608,,10,239,001,10239,10239001,50110.0,50119.0
TEM240,S27,S27-01,47.5466666666666,-52.5866666666666,1999-06-05,5,6,1999,22:00:00,,3349,,165.0,0.265,0.929,0.53,1.858,,10,240,001,10240,10240001,50120.0,50129.0
CG260,S27,S27-01,47.5466666666666,-52.5866666666666,1999-06-17,17,6,1999,14:00:00,,3354,,165.0,0.126,0.55,0.252,1.1,,,,,,,,
CG260,S27,S27-01,47.5466666666666,-52.5866666666666,1999-07-06,6,7,1999,13:30:00,Summer,2540,,165.0,0.154,0.448,0.308,0.896,,,,,,,,
TEL080,S27,S27-01,47.5466666666666,-52.5866666666666,1999-07-16,16,7,1999,23:11:00,Summer,57362,,165.0,0.16,0.062,0.32,0.124,,39,080,001,39080,39080001,180201.0,180210.0
TEL080,FC,FC-01,47.0,-52.8316666666666,1999-07-17,17,7,1999,07:15:00,Summer,57367,,95.0,0.233,0.075,0.466,0.15,,39,080,001,39080,39080001,180212.0,180218.0
TEL080,FC,FC-03,47.0,-52.5799999999999,1999-07-17,17,7,1999,09:47:00,Summer,57368,,145.0,0.112,0.063,0.224,0.126,,39,080,003,39080,39080003,180220.0,180228.0
TEL080,FC,FC-05,47.0,-52.0333333333333,1999-07-17,17,7,1999,13:24:00,Summer,57369,,130.0,0.134,0.045,0.268,0.09,,39,080,005,39080,39080005,180230.0,180238.0
TEL080,FC,FC-07,47.0,-51.0,1999-07-17,17,7,1999,18:07:00,Summer,57370,,96.0,0.029,0.06,0.058,0.12,,39,080,007,39080,39080007,180240.0,180247.0
TEL080,FC,FC-09,47.0,-50.0,1999-07-17,17,7,1999,22:15:00,Summer,57371,,75.0,0.042,0.027,0.084,0.054,,39,080,009,39080,39080009,180249.0,180255.0
TEL080,HIB,HIB-01,46.7716666666666,-48.7783333333333,1999-07-18,18,7,1999,04:33:00,Summer,57373,,70.0,0.028,0.025,0.056,0.05,,39,080,001,39080,39080001,180264.0,180271.0
TEL080,HIB,HIB-03,46.6533333333333,-48.7766666666666,1999-07-18,18,7,1999,07:18:00,Summer,57374,,65.0,0.046,0.015,0.092,0.03,,39,080,003,39080,39080003,180280.0,180287.0
TEL080,FC,FC-12,47.0,-48.1166666666666,1999-07-18,18,7,1999,12:32:00,Summer,57375,,125.0,0.02,0.075,0.04,0.15,,39,080,012,39080,39080012,180289.0,180297.0
TEL080,FC,FC-15,47.0,-47.5,1999-07-18,18,7,1999,17:32:00,Summer,57376,,300.0,0.287,0.824,0.574,1.648,,39,080,015,39080,39080015,198001.0,198010.0
TEL080,FC,FC-17,47.0,-47.0166666666666,1999-07-18,18,7,1999,20:41:00,Summer,57377,,300.0,0.146,0.517,0.292,1.034,,39,080,017,39080,39080017,198011.0,198020.0
TEL080,FC,FC-20,47.0,-46.4833333333333,1999-07-19,19,7,1999,03:12:00,Summer,57378,,300.0,0.02,0.549,0.04,1.098,,39,080,020,39080,39080020,198022.0,198030.0
TEL080,FC,FC-21,47.0,-46.0166666666666,1999-07-19,19,7,1999,06:11:00,Summer,57379,,280.0,0.119,1.875,0.238,3.75,,39,080,021,39080,39080021,198032.0,198041.0
TEL080,FC,FC-24,47.0,-45.2133333333333,1999-07-19,19,7,1999,10:46:00,Summer,57380,,155.0,0.035,2.438,0.07,4.876,,39,080,024,39080,39080024,198044.0,198053.0
TEL080,FC,FC-26,47.0,-44.7716666666666,1999-07-19,19,7,1999,13:38:00,Summer,57381,,140.0,0.073,1.691,0.146,3.382,,39,080,026,39080,39080026,198055.0,198063.0
TEL080,S27,S27-01,47.5466666666666,-52.5866666666666,1999-07-19,19,7,1999,13:38:00,Summer,57381,,165.0,0.073,1.691,0.146,3.382,,39,080,001,39080,39080001,,
TEL080,FC,FC-31,47.0,-43.8333333333333,1999-07-19,19,7,1999,19:24:00,Summer,57382,,300.0,,,,,,39,080,031,39080,39080031,198068.0,198077.0
TEL080,FC,FC-35,47.0,-43.0,1999-07-20,20,7,1999,01:13:00,Summer,57383,,300.0,0.136,1.597,0.272,3.194,,39,080,035,39080,39080035,198079.0,198088.0
TEL080,BB,BB-13,50.0,-49.0,1999-07-21,21,7,1999,03:32:00,Summer,57384,,300.0,0.137,2.01,0.274,4.02,,39,080,013,39080,39080013,198089.0,198098.0
TEL080,BB,BB-12,49.85,-49.5,1999-07-21,21,7,1999,07:30:00,Summer,57385,,300.0,0.141,0.849,0.282,1.698,,39,080,012,39080,39080012,198099.0,198108.0
TEL080,BB,BB-11,49.6833333333333,-50.0166666666666,1999-07-21,21,7,1999,11:51:00,Summer,57386,,300.0,0.08,1.371,0.16,2.742,,39,080,011,39080,39080011,198109.0,198118.0
TEL080,BB,BB-10,49.5166666666666,-50.5333333333333,1999-07-21,21,7,1999,16:08:00,Summer,57387,,300.0,0.269,4.03,0.538,8.06,,39,080,010,39080,39080010,198119.0,198128.0
TEL080,BB,BB-08,49.28,-51.28,1999-07-21,21,7,1999,20:33:00,Summer,57388,,300.0,0.251,1.35,0.502,2.7,,39,080,008,39080,39080008,198130.0,198139.0
TEL080,BB,BB-06,49.1,-51.8299999999999,1999-07-22,22,7,1999,00:46:00,Summer,57389,,280.0,0.21,0.492,0.42,0.984,,39,080,006,39080,39080006,198141.0,198150.0
TEL080,BB,BB-04,48.9166666666666,-52.3999999999999,1999-07-22,22,7,1999,04:57:00,Summer,57390,,300.0,0.287,0.571,0.574,1.142,,39,080,004,39080,39080004,198152.0,198161.0
TEL080,BB,BB-02,48.7999999999999,-52.75,1999-07-22,22,7,1999,08:08:00,Summer,57391,,165.0,0.126,0.141,0.252,0.282,,39,080,002,39080,39080002,198163.0,198172.0
TEL080,WB,WB-02,50.2999999999999,-56.1816666666666,1999-07-23,23,7,1999,01:56:00,Summer,57392,,300.0,0.213,1.751,0.426,3.502,,39,080,002,39080,39080002,198175.0,198184.0
TEL080,WB,WB-03,50.45,-55.6166666666666,1999-07-23,23,7,1999,05:02:00,Summer,57393,,220.0,0.175,1.242,0.35,2.484,,39,080,003,39080,39080003,198185.0,198194.0
TEL080,WB,WB-04,50.6666666666666,-55.0,1999-07-23,23,7,1999,08:39:00,Summer,57394,,153.0,0.177,0.84,0.354,1.68,,39,080,004,39080,39080004,198195.0,198203.0
TEL080,WB,WB-07,50.945,-54.0,1999-07-23,23,7,1999,13:50:00,Summer,57395,,200.0,0.343,0.731,0.686,1.462,,39,080,007,39080,39080007,198206.0,198215.0
TEL080,WB,WB-09,51.225,-53.0,1999-07-23,23,7,1999,18:23:00,Summer,57396,,300.0,0.174,0.612,0.348,1.224,,39,080,009,39080,39080009,198217.0,198226.0
TEL080,WB,WB-12,51.5,-52.0,1999-07-24,24,7,1999,00:35:00,Summer,57397,,300.0,0.898,0.353,1.796,0.706,,39,080,012,39080,39080012,198229.0,198238.0
TEL080,WB,WB-14,51.7883333333333,-50.9916666666666,1999-07-24,24,7,1999,05:42:00,Summer,57398,,300.0,0.195,1.255,0.39,2.51,,39,080,014,39080,39080014,198240.0,198249.0
TEL080,WB,WB-16,51.895,-50.6,1999-07-24,24,7,1999,08:34:00,Summer,57399,,300.0,0.041,1.641,0.082,3.282,,39,080,016,39080,39080016,198251.0,198260.0
TEL080,WB,WB-18,51.9933333333333,-50.25,1999-07-24,24,7,1999,13:10:00,Summer,57400,,300.0,0.065,1.201,0.13,2.402,,39,080,018,39080,39080018,198262.0,198271.0
TEL080,SI,SI-13,54.7833333333333,-53.0,1999-07-25,25,7,1999,16:44:00,Summer,57409,,300.0,0.06,2.305,0.12,4.61,,39,080,013,39080,39080013,198275.0,198284.0
TEL080,SI,SI-12,54.6333333333333,-53.25,1999-07-25,25,7,1999,19:19:00,Summer,57410,,300.0,0.113,0.857,0.226,1.714,,39,080,012,39080,39080012,198285.0,198294.0
TEL080,SI,SI-10,54.3549999999999,-53.7333333333333,1999-07-25,25,7,1999,23:08:00,Summer,57427,,224.0,0.217,0.956,0.434,1.912,,39,080,010,39080,39080010,198296.0,198305.0
TEL080,SI,SI-06,53.7566666666666,-54.7766666666666,1999-07-26,26,7,1999,06:11:00,Summer,57411,,154.0,0.38,2.729,0.76,5.458,,39,080,006,39080,39080006,198318.0,198326.0
TEL080,SI,SI-04,53.5333333333333,-55.145,1999-07-26,26,7,1999,10:21:00,Summer,57412,,188.0,0.438,1.293,0.876,2.586,,39,080,004,39080,39080004,198328.0,198337.0
TEL080,SI,SI-08,54.0816666666666,-54.2166666666666,1999-07-26,26,7,1999,03:03:00,Summer,57428,,178.0,0.261,1.061,0.522,2.122,,39,080,008,39080,39080008,198307.0,198316.0
TEL080,MB,MB-02,55.25,-58.4366666666666,1999-07-27,27,7,1999,03:04:00,Summer,57413,,165.0,0.236,0.406,0.472,0.812,,39,080,002,39080,39080002,198339.0,198347.0
TEL080,MB,MB-05,55.4783333333333,-57.9066666666666,1999-07-27,27,7,1999,07:01:00,Summer,57414,,115.0,0.146,0.324,0.292,0.648,,39,080,005,39080,39080005,198350.0,198358.0
TEL080,MB,MB-07,55.6783333333333,-57.4399999999999,1999-07-27,27,7,1999,09:53:00,Summer,57415,,190.0,0.496,2.144,0.992,4.288,,39,080,007,39080,39080007,198360.0,198369.0
TEL080,MB,MB-10,55.8716666666666,-56.9833333333333,1999-07-27,27,7,1999,13:24:00,Summer,57416,,300.0,0.081,0.538,0.162,1.076,,39,080,010,39080,39080010,198372.0,198381.0
TEL080,NB,NB-10,57.4533333333333,-58.9266666666666,1999-07-28,28,7,1999,05:25:00,Summer,57417,,300.0,0.347,0.202,0.694,0.404,,39,080,010,39080,39080010,198385.0,198394.0
TEL080,NB,NB-07,57.1633333333333,-59.57,1999-07-28,28,7,1999,09:58:00,Summer,57418,,134.0,0.276,0.793,0.552,1.586,,39,080,007,39080,39080007,198397.0,198405.0
TEL080,NB,NB-05,56.9583333333333,-60.03,1999-07-28,28,7,1999,13:00:00,Summer,57419,,120.0,0.292,1.0,0.584,2.0,,39,080,005,39080,39080005,198407.0,198415.0
TEL080,NB,NB-02,56.7166666666666,-60.5533333333333,1999-07-28,28,7,1999,16:13:00,Summer,57420,,70.0,,,,,,39,080,002,39080,39080002,198418.0,198426.0
TEL080,NB,NB-02,56.7166666666666,-60.5533333333333,1999-07-28,28,7,1999,16:13:00,Summer,57420,,150.0,0.331,0.964,0.662,1.928,,39,080,002,39080,39080002,198418.0,198426.0
TEL080,FI,FI-17,50.7833333333333,-50.1083333333333,1999-07-30,30,7,1999,10:26:00,Summer,57421,,300.0,0.026,1.086,0.052,2.172,,39,080,017,39080,39080017,198428.0,198437.0
TEL080,FI,FI-15,50.63,-50.6533333333333,1999-07-30,30,7,1999,15:14:00,Summer,57422,,300.0,0.193,1.28,0.386,2.56,,39,080,015,39080,39080015,198439.0,198448.0
TEL080,FI,FI-12,50.5283333333333,-51.0233333333333,1999-07-30,30,7,1999,18:47:00,Summer,57423,,275.0,0.144,4.755,0.288,9.51,,39,080,012,39080,39080012,198451.0,198460.0
TEL080,FI,FI-10,50.295,-51.8133333333333,1999-07-30,30,7,1999,23:25:00,Summer,57424,,283.0,0.287,3.625,0.574,7.25,,39,080,010,39080,39080010,198462.0,198471.0
TEL080,FI,FI-08,50.2,-52.1416666666666,1999-07-31,31,7,1999,02:02:00,Summer,57425,,250.0,0.343,2.793,0.686,5.586,,39,080,008,39080,39080008,198473.0,198482.0
TEL080,FI,FI-05,50.0083333333333,-52.8016666666666,1999-07-31,31,7,1999,06:25:00,Summer,57426,,300.0,0.43,0.647,0.86,1.294,,39,080,005,39080,39080005,198485.0,198494.0
TEL080,FI,FI-03,49.84,-53.3316666666666,1999-07-31,31,7,1999,10:12:00,Summer,57429,,152.0,0.111,0.129,0.222,0.258,,39,080,003,39080,39080003,198496.0,197704.0
TEL080,S27,S27-01,47.5466666666666,-52.5866666666666,1999-08-01,1,8,1999,07:28:00,Summer,57430,,165.0,0.286,0.077,0.572,0.154,,39,080,001,39080,39080001,197707.0,197716.0
TEM246,S27,S27-01,47.5466666666666,-52.5866666666666,1999-11-06,6,11,1999,nan,Fall,3342,,165.0,,,,,,10,246,001,10246,10246001,50250.0,50259.0
HUD003,S27,S27-01,47.5466666666666,-52.5866666666666,1999-11-18,18,11,1999,14:30:00,Fall,2543,,175.0,,,,,,,,,,,,
HUD003,SEGB,SEGB-02,46.5,-52.85,1999-11-18,18,11,1999,22:29:00,Fall,2544,,165.0,0.144,1.242,0.288,2.484,,,,,,,,
HUD003,SEGB,SEGB-04,46.2066666666666,-52.6083333333333,1999-11-19,19,11,1999,02:09:00,Fall,2545,,115.0,0.157,0.402,0.314,0.804,,,,,,,,
HUD003,SEGB,SEGB-06,45.7883333333333,-52.2666666666666,1999-11-19,19,11,1999,07:30:00,Fall,2546,,72.0,0.062,0.032,0.124,0.064,,,,,,,,
HUD003,SEGB,SEGB-07,47.4583333333333,-52.0,1999-11-19,19,11,1999,10:21:00,Fall,2547,,65.0,0.042,0.016,0.084,0.032,,,,,,,,
HUD003,SEGB,SEGB-08,45.0949999999999,-51.7,1999-11-19,19,11,1999,12:44:00,Fall,2548,,53.0,0.091,0.04,0.182,0.08,,,,,,,,
HUD003,SEGB,SEGB-09,44.725,-51.395,1999-11-19,19,11,1999,16:00:00,Fall,2549,,53.0,0.063,0.028,0.126,0.056,,,,,,,,
HUD003,SEGB,SEGB-10,44.3633333333333,-51.1033333333333,1999-11-19,19,11,1999,18:55:00,Fall,2550,,62.0,0.056,0.032,0.112,0.064,,,,,,,,
HUD003,SEGB,SEGB-11,44.0,-50.8083333333333,1999-11-19,19,11,1999,22:20:00,Fall,2551,,62.0,0.133,0.06,0.266,0.12,,,,,,,,
HUD003,SEGB,SEGB-12,43.6333333333333,-50.5166666666666,1999-11-20,20,11,1999,00:46:00,Fall,2552,,55.0,0.079,0.049,0.158,0.098,,,,,,,,
HUD003,SEGB,SEGB-13,43.2,-50.1666666666666,1999-11-20,20,11,1999,04:26:00,Fall,2553,,67.0,0.12,0.11,0.24,0.22,,,,,,,,
HUD003,SEGB,SEGB-14,43.5883333333333,-49.6833333333333,1999-11-20,20,11,1999,06:27:00,Fall,2554,,165.0,0.151,0.07,0.302,0.14,,,,,,,,
HUD003,SEGB,SEGB-17,42.92,-49.9416666666666,1999-11-20,20,11,1999,12:05:00,Fall,2555,,300.0,0.083,0.026,0.166,0.052,,,,,,,,
HUD003,FC,FC-21,47.0,-46.0166666666666,1999-11-22,22,11,1999,19:24:00,Fall,2566,,280.0,0.025,0.357,0.05,0.714,,,,,,,,
HUD003,FC,FC-24,47.0,-45.2133333333333,1999-11-22,22,11,1999,14:26:00,Fall,2567,,156.0,0.028,0.077,0.056,0.154,,,,,,,,
HUD003,FC,FC-26,47.0,-44.7716666666666,1999-11-22,22,11,1999,11:20:00,Fall,2568,,147.0,0.096,0.115,0.192,0.23,,,,,,,,
HUD003,FC,FC-30,47.0,-44.0833333333333,1999-11-22,22,11,1999,06:13:00,Fall,2569,,300.0,0.042,0.166,0.084,0.332,,,,,,,,
HUD003,FC,FC-20,47.0,-46.4833333333333,1999-11-23,23,11,1999,00:17:00,Fall,2565,,300.0,0.033,0.325,0.066,0.65,,,,,,,,
HUD003,BB,BB-06,49.1,-51.8299999999999,1999-11-25,25,11,1999,14:26:00,Fall,2562,,284.0,0.165,1.344,0.33,2.688,,,,,,,,
HUD003,BB,BB-04,48.9166666666666,-52.3999999999999,1999-11-25,25,11,1999,06:42:00,Fall,2563,,300.0,0.417,0.97,0.834,1.94,,,,,,,,
HUD003,BB,BB-02,48.7999999999999,-52.75,1999-11-25,25,11,1999,03:24:00,Fall,2564,,178.0,0.31,0.4,0.62,0.8,,,,,,,,
HUD003,BB,BB-13,50.0,-49.0,1999-11-26,26,11,1999,08:36:00,Fall,2557,,300.0,0.019,0.111,0.038,0.222,,,,,,,,
HUD003,BB,BB-12,49.85,-49.5,1999-11-26,26,11,1999,04:53:00,Fall,2558,,300.0,0.023,0.22,0.046,0.44,,,,,,,,
HUD003,BB,BB-11,49.6833333333333,-50.0166666666666,1999-11-26,26,11,1999,02:17:00,Fall,2559,,300.0,0.069,0.68,0.138,1.36,,,,,,,,
HUD003,BB,BB-10,49.5166666666666,-50.5333333333333,1999-11-26,26,11,1999,22:04:00,Fall,2560,,300.0,0.054,0.925,0.108,1.85,,,,,,,,
HUD003,BB,BB-08,49.28,-51.28,1999-11-26,26,11,1999,17:26:00,Fall,2561,,300.0,0.105,2.03,0.21,4.06,,,,,,,,
TEM247,S27,S27-01,47.5466666666666,-52.5866666666666,1999-12-02,2,12,1999,00:20:00,Fall,3341,,165.0,,,,,,10,247,001,10247,10247001,50291.0,50300.0
TEM248,S27,S27-01,47.5466666666666,-52.5866666666666,1999-12-04,4,12,1999,18:00:00,Fall,3340,,165.0,,,,,,10,248,001,10248,10248001,50301.0,50310.0
TEL302,SEGB,SEGB-01,46.5799999999999,-52.93,2000-04-23,23,4,2000,05:35:00,Spring,2577,,42.0,0.193,0.202,0.386,0.404,,39,302,001,39302,39302001,197911.0,197915.0
TEL302,SEGB,SEGB-03,46.35,-52.7299999999999,2000-04-23,23,4,2000,08:43:00,Spring,2578,,161.0,0.249,1.313,0.498,2.626,,39,302,003,39302,39302003,197916.0,197925.0
TEL302,SEGB,SEGB-05,46.07,-52.5,2000-04-23,23,4,2000,12:13:00,Spring,2579,,80.0,0.326,0.937,0.652,1.874,,39,302,005,39302,39302005,197926.0,197932.0
TEL302,SEGB,SEGB-07,45.46,-52.0,2000-04-23,23,4,2000,18:32:00,Spring,2580,,67.0,0.107,0.405,0.214,0.81,,39,302,007,39302,39302007,197940.0,197946.0
TEL302,SEGB,SEGB-06,45.7899999999999,-52.1,2000-04-23,23,4,2000,15:24:00,Spring,2581,,74.0,0.164,0.182,0.328,0.364,,39,302,006,39302,39302006,,
TEL302,SEGB,SEGB-08,45.1,-51.7,2000-04-23,23,4,2000,21:48:00,Spring,2582,,62.0,0.08,0.23,0.16,0.46,,39,302,008,39302,39302008,197947.0,197953.0
TEL302,SEGB,SEGB-09,44.7299999999999,-51.3999999999999,2000-04-24,24,4,2000,01:04:00,Spring,2583,,62.0,0.012,0.142,0.023,0.284,,39,302,009,39302,39302009,197954.0,197960.0
TEL302,SEGB,SEGB-10,44.3599999999999,-51.1,2000-04-24,24,4,2000,04:21:00,Spring,2584,,62.0,0.042,0.261,0.084,0.522,,39,302,010,39302,39302010,197961.0,197967.0
TEL302,SEGB,SEGB-11,44.0,-50.81,2000-04-24,24,4,2000,07:42:00,Spring,2585,,60.0,0.024,0.135,0.048,0.27,,39,302,011,39302,39302011,197968.0,197974.0
