ShipTrip,Section,Station,Lat,Lon,Date,Day,Month,Year,TimeUTC,Season,T#,SampleID,TowDepth,DW_small,DW_large,corrDW_small,corrDW_large,Comments,Ship,Trip,Set,NewShipTrip,UID,BottomSampleID,TopSampleID
HUD507,S27,S27-03,47.63,-52.1199999999999,2003-12-06,6,12,2003,03:36:00,Fall,9390,,160.0,,,,,,20,507,003,20507,20507003,258015.0,258024.0
HUD507,S27,S27-01,47.5466666666666,-52.5866666666666,2003-12-06,6,12,2003,08:45:00,Fall,9391,,165.0,0.17,0.165,0.34,0.33,,20,507,001,20507,20507001,258026.0,258035.0
TEL513,S27,S27-01,47.5466666666666,-52.5866666666666,2004-01-21,21,1,2004,12:30:00,,9395,,165.0,0.318,0.088,0.636,0.176,,39,513,001,39513,39513001,262930.0,262921.0
CG206,S27,S27-01,47.5466666666666,-52.5866666666666,2004-03-26,26,3,2004,14:00:00,,9396,,165.0,1.557,0.174,3.114,0.348,,27,206,001,27206,27206001,,
TEL520,S27,S27-01,47.5466666666666,-52.5866666666666,2004-04-04,4,4,2004,03:52:00,Spring,9397,,165.0,1.658,0.275,3.316,0.55,,39,520,001,39520,39520001,,
TEL520,S27,S27-01,47.5466666666666,-52.5866666666666,2004-04-10,10,4,2004,03:30:00,Spring,9398,,165.0,2.336,0.483,4.672,0.966,,39,520,001,39520,39520001,262960.0,262951.0
TEL522,S27,S27-01,47.5466666666666,-52.5866666666666,2004-04-16,16,4,2004,07:35:00,Spring,9446,,165.0,0.608,0.32,1.216,0.64,,,,,,,,
TEL524,S27,S27-01,47.5466666666666,-52.5866666666666,2004-04-17,17,4,2004,21:48:00,Spring,9399,,166.0,0.63,0.335,1.26,0.67,,39,524,001,39524,39524001,258036.0,258045.0
TEL524,SEGB,SEGB-01,46.5833333333333,-52.9333333333333,2004-04-18,18,4,2004,05:34:00,Spring,9400,,39.0,0.62,0.402,1.24,0.804,,39,524,001,39524,39524001,258046.0,258051.0
TEL524,SEGB,SEGB-03,46.35,-52.7333333333333,2004-04-18,18,4,2004,08:45:00,Spring,9401,,166.0,1.256,0.205,2.512,0.41,,39,524,003,39524,39524003,258053.0,258062.0
TEL524,SEGB,SEGB-05,46.07,-52.5,2004-04-18,18,4,2004,12:12:00,Spring,9402,,77.0,0.347,0.117,0.694,0.234,,39,524,005,39524,39524005,258064.0,258071.0
TEL524,SEGB,SEGB-07,45.4583333333333,-52.0,2004-04-19,19,4,2004,14:13:00,Spring,9403,,66.0,0.357,0.147,0.714,0.294,,39,524,007,39524,39524007,258073.0,258079.0
TEL524,SEGB,SEGB-09,44.725,-51.395,2004-04-19,19,4,2004,19:20:00,Spring,9404,,56.0,0.698,0.102,1.396,0.204,,39,524,009,39524,39524009,258081.0,258087.0
TEL524,SEGB,SEGB-11,44.0,-50.8083333333333,2004-04-20,20,4,2004,01:56:00,Spring,9405,,57.0,0.18,0.146,0.36,0.292,,39,524,011,39524,39524011,258089.0,258095.0
TEL524,SEGB,SEGB-12,43.6333333333333,-50.5166666666666,2004-04-20,20,4,2004,04:33:00,Spring,9406,,50.0,0.208,0.165,0.416,0.33,,39,524,012,39524,39524012,258096.0,258102.0
TEL524,SEGB,SEGB-13,43.2,-50.1666666666666,2004-04-20,20,4,2004,07:35:00,Spring,9407,,52.0,0.114,0.173,0.228,0.346,,39,524,013,39524,39524013,258103.0,258109.0
TEL524,SEGB,SEGB-15,42.85,-49.8866666666666,2004-04-20,20,4,2004,10:36:00,Spring,9408,,375.0,0.533,3.179,1.066,6.358,,39,524,015,39524,39524015,258111.0,258120.0
TEL524,SEGB,SEGB-17,42.5883333333333,-49.6833333333333,2004-04-20,20,4,2004,14:55:00,Spring,9409,,1000.0,1.678,2.206,3.356,4.412,,39,524,017,39524,39524017,258122.0,258131.0
TEL524,SEGB,SEGB-19,42.0816666666666,-49.27,2004-04-20,20,4,2004,21:59:00,Spring,9410,,1000.0,0.998,0.449,1.996,0.898,,39,524,019,39524,39524019,258133.0,258142.0
TEL524,FC,FC-31,47.0,-43.8333333333333,2004-04-24,24,4,2004,05:02:00,Spring,9411,,558.0,1.073,0.089,2.146,0.178,,39,524,031,39524,39524031,258148.0,258157.0
TEL524,FC,FC-29,47.0,-44.2316666666666,2004-04-24,24,4,2004,09:45:00,Spring,9412,,260.0,0.842,1.089,1.684,2.178,,39,524,029,39524,39524029,258159.0,258168.0
TEL524,FC,FC-26,47.0,-44.7716666666666,2004-04-24,24,4,2004,13:46:00,Spring,9413,,136.0,0.752,0.095,1.504,0.19,,39,524,026,39524,39524026,258171.0,258180.0
TEL524,FC,FC-24,47.0,-45.2133333333333,2004-04-24,24,4,2004,17:34:00,Spring,9414,,151.0,,,,,,39,524,024,39524,39524024,258182.0,258191.0
TEL524,FC,FC-21,47.0,-46.0166666666666,2004-04-24,24,4,2004,22:47:00,Spring,9415,,290.0,,,,,,39,524,021,39524,39524021,258194.0,258203.0
TEL524,FC,FC-20,47.0,-46.4833333333333,2004-04-25,25,4,2004,01:35:00,Spring,9416,,339.0,0.733,0.167,1.466,0.334,,39,524,020,39524,39524020,258204.0,258213.0
TEL524,FC,FC-18,47.0,-46.8333333333333,2004-04-25,25,4,2004,05:18:00,Spring,9417,,1000.0,1.764,1.194,3.528,2.388,,39,524,018,39524,39524018,258215.0,258224.0
TEL524,FC,FC-14,47.0,-47.5,2004-04-25,25,4,2004,13:45:00,Spring,9418,,204.0,1.044,6.177,2.088,12.354,,39,524,014,39524,39524014,258236.0,258245.0
TEL524,FC,FC-12,47.0,-48.1166666666666,2004-04-25,25,4,2004,17:17:00,Spring,9419,,121.0,0.353,3.959,0.706,7.918,,39,524,012,39524,39524012,258247.0,258255.0
TEL524,FC,FC-09,47.0,-50.0,2004-04-26,26,4,2004,03:19:00,Spring,9420,,65.0,0.903,0.083,1.806,0.166,,39,524,009,39524,39524009,258257.0,258263.0
TEL524,FC,FC-04,47.0,-52.3216666666666,2004-04-26,26,4,2004,19:14:00,Spring,9421,,111.0,0.565,0.246,1.13,0.492,,39,524,004,39524,39524004,258272.0,258280.0
TEL524,FC,FC-03,47.0,-52.5799999999999,2004-04-26,26,4,2004,21:04:00,Spring,9422,,148.0,0.283,0.135,0.566,0.27,,39,524,003,39524,39524003,258281.0,258290.0
TEL524,FC,FC-01,47.0,-52.8316666666666,2004-04-26,26,4,2004,23:14:00,Spring,9423,,113.0,0.148,0.097,0.296,0.194,,39,524,001,39524,39524001,258292.0,258299.0
TEL524,S27,S27-01,47.5466666666666,-52.5866666666666,2004-04-27,27,4,2004,05:15:00,Spring,9424,,165.0,0.254,0.599,0.508,1.198,,39,524,001,39524,39524001,258300.0,258309.0
TEL524,BB,BB-01,48.7333333333333,-52.9666666666666,2004-04-27,27,4,2004,13:12:00,Spring,9425,,86.0,0.383,1.204,0.766,2.408,,39,524,001,39524,39524001,258310.0,258317.0
TEL524,BB,BB-03,48.8333333333333,-52.6499999999999,2004-04-27,27,4,2004,15:33:00,Spring,9426,,243.0,0.803,3.055,1.606,6.11,,39,524,003,39524,39524003,258319.0,258328.0
TEL524,BB,BB-04,48.9166666666666,-52.3999999999999,2004-04-27,27,4,2004,17:38:00,Spring,9427,,342.0,1.305,5.599,2.61,11.198,,39,524,004,39524,39524004,258329.0,258338.0
TEL524,BB,BB-06,49.1,-51.8299999999999,2004-04-27,27,4,2004,21:59:00,Spring,9428,,280.0,0.853,2.355,1.706,4.71,,39,524,006,39524,39524006,258340.0,258349.0
TEL524,BB,BB-08,49.28,-51.28,2004-04-28,28,4,2004,02:18:00,Spring,9429,,312.0,3.005,10.289,6.01,20.578,,39,524,008,39524,39524008,258351.0,258360.0
TEL524,BB,BB-10,49.5166666666666,-50.5333333333333,2004-04-28,28,4,2004,08:07:00,Spring,9430,,322.0,1.166,2.997,2.332,5.994,,39,524,010,39524,39524010,258362.0,258371.0
TEL524,BB,BB-11,49.6833333333333,-50.0166666666666,2004-04-28,28,4,2004,11:27:00,Spring,9431,,626.0,1.313,3.555,2.626,7.11,,39,524,011,39524,39524011,258372.0,258381.0
TEL524,BB,BB-12,49.85,-49.5,2004-04-28,28,4,2004,14:50:00,Spring,9432,,1000.0,1.234,0.255,2.468,0.51,,39,524,012,39524,39524012,258382.0,258391.0
TEL524,BB,BB-13,50.0,-49.0,2004-04-28,28,4,2004,19:59:00,Spring,9433,,1000.0,1.328,0.242,2.656,0.484,,39,524,013,39524,39524013,258392.0,258401.0
TEL524,BB,BB-14,50.1766666666666,-48.4716666666666,2004-04-29,29,4,2004,00:39:00,Spring,9434,,1000.0,4.738,0.396,9.476,0.792,,39,524,014,39524,39524014,258402.0,258411.0
TEL524,SP,SP-01,50.8299999999999,-49.2333333333333,2004-04-29,29,4,2004,14:01:00,Spring,9435,,1000.0,1.371,0.284,2.742,0.568,,39,524,001,39524,39524001,258413.0,258422.0
TEL524,SP,SP-02,51.2383333333333,-49.6466666666666,2004-04-29,29,4,2004,18:54:00,Spring,9436,,1000.0,2.898,0.587,5.796,1.174,,39,524,002,39524,39524002,258423.0,258432.0
TEL524,SP,SP-03,51.6483333333333,-50.0716666666666,2004-04-29,29,4,2004,23:59:00,Spring,9437,,1000.0,0.977,0.242,1.954,0.484,,39,524,003,39524,39524003,258433.0,258442.0
TEL524,SP,SP-04,52.0633333333333,-50.5183333333333,2004-04-30,30,4,2004,05:30:00,Spring,9438,,1000.0,1.449,0.111,2.898,0.222,,39,524,004,39524,39524004,258443.0,258452.0
TEL524,SP,SP-05,52.49,-50.9516666666666,2004-04-30,30,4,2004,10:44:00,Spring,9439,,1000.0,1.567,0.095,3.134,0.19,,39,524,005,39524,39524005,258453.0,258462.0
TEL524,SS,SS-17,48.1749999999999,-53.7416666666666,2004-05-01,1,5,2004,12:24:00,Spring,9440,,173.0,,,,,,39,524,017,39524,39524017,258463.0,258472.0
TEL524,SS,SS-09,48.1583333333333,-53.7016666666666,2004-05-01,1,5,2004,15:51:00,Spring,9441,,192.0,,,,,,39,524,009,39524,39524009,258473.0,258482.0
TEL524,SS,SS-05,48.2,-53.5766666666666,2004-05-01,1,5,2004,19:00:00,Spring,9442,,175.0,,,,,,39,524,005,39524,39524005,258483.0,258492.0
TEL524,SS,SS-01,48.255,-53.4283333333333,2004-05-01,1,5,2004,22:24:00,Spring,9443,,332.0,,,,,,39,524,001,39524,39524001,,
TEL524,S27,S27-01,47.5466666666666,-52.5866666666666,2004-05-02,2,5,2004,07:39:00,Spring,9444,,164.0,0.37,0.622,0.74,1.244,,39,524,001,39524,39524001,258503.0,258512.0
TEL525,S27,S27-01,47.5466666666666,-52.5866666666666,2004-05-03,3,5,2004,02:35:00,Spring,9447,,165.0,1.195,0.608,2.39,1.216,,,,,,,,
TEL526,S27,S27-01,47.5466666666666,-52.5866666666666,2004-05-10,10,5,2004,23:18:00,Spring,9448,,165.0,0.307,0.578,0.614,1.156,,39,526,001,39526,39526001,,
TEL526,S27,S27-01,47.5466666666666,-52.5866666666666,2004-05-20,20,5,2004,11:09:00,Spring,9445,,165.0,0.197,0.646,0.394,1.292,,39,526,001,39526,39526001,262972.0,262981.0
TEL526,S27,S27-01,47.5466666666666,-52.5866666666666,2004-05-29,29,5,2004,09:25:00,Spring,9449,,165.0,0.138,0.656,0.276,1.312,,39,526,001,39526,39526001,262971.0,262980.0
TEM548,S27,S27-01,47.5466666666666,-52.5866666666666,2004-06-11,11,6,2004,09:30:00,,9450,,165.0,0.102,0.789,0.204,1.578,,10,548,001,10548,10548001,262981.0,262990.0
SHA563,S27,S27-01,47.5466666666666,-52.5866666666666,2004-06-22,22,6,2004,13:00:00,,9451,,165.0,0.106,1.179,0.212,2.358,,03,563,001,03563,03563001,263000.0,262991.0
TEM549,S27,S27-01,47.5466666666666,-52.5866666666666,2004-06-27,27,6,2004,10:14:00,,7432,,165.0,0.076,1.271,0.152,2.542,,,,,,,,
SHA566,S27,S27-01,47.5466666666666,-52.5866666666666,2004-07-12,12,7,2004,13:00:00,Summer,9700,,165.0,0.095,0.821,0.19,1.642,,03,566,001,03566,03566001,262891.0,262900.0
TEM552,S27,S27-01,47.5466666666666,-52.5866666666666,2004-07-21,21,7,2004,23:20:00,Summer,9701,,166.0,0.222,0.069,0.444,0.138,,10,552,001,10552,10552001,258513.0,258522.0
TEM552,FC,FC-01,47.0,-52.8316666666666,2004-07-22,22,7,2004,23:00:00,Summer,9702,,94.0,0.67,0.112,1.34,0.224,,10,552,001,10552,10552001,258523.0,258530.0
TEM552,FC,FC-03,47.0,-52.5799999999999,2004-07-23,23,7,2004,02:09:00,Summer,9703,,148.0,0.085,0.122,0.17,0.244,,10,552,003,10552,10552003,258532.0,258540.0
TEM552,FC,FC-04,47.0,-52.3216666666666,2004-07-23,23,7,2004,04:51:00,Summer,9704,,114.0,0.079,0.142,0.158,0.284,,10,552,004,10552,10552004,258541.0,258549.0
TEM552,FC,FC-05,47.0,-52.0333333333333,2004-07-23,23,7,2004,07:21:00,Summer,9705,,130.0,0.089,0.053,0.178,0.106,,10,552,005,10552,10552005,258550.0,258558.0
TEM552,FC,FC-07,47.0,-51.0,2004-07-23,23,7,2004,12:30:00,Summer,9706,,93.0,0.019,0.035,0.038,0.07,,10,552,007,10552,10552007,258560.0,258567.0
TEM552,FC,FC-09,47.0,-50.0,2004-07-23,23,7,2004,17:34:00,Summer,9707,,71.0,0.015,0.05,0.03,0.1,,10,552,009,10552,10552009,258569.0,258575.0
TEM552,FC,FC-10,47.0,-49.1166666666666,2004-07-23,23,7,2004,21:37:00,Summer,9708,,70.0,0.022,0.131,0.044,0.262,,10,552,010,10552,10552010,258576.0,258582.0
TEM552,FC,FC-12,47.0,-48.1166666666666,2004-07-24,24,7,2004,03:41:00,Summer,9709,,126.0,0.026,0.177,0.052,0.354,,10,552,012,10552,10552012,258584.0,258592.0
TEM552,FC,FC-14,47.0,-47.5,2004-07-24,24,7,2004,08:29:00,Summer,9710,,203.0,0.017,0.056,0.034,0.112,,10,552,014,10552,10552014,258594.0,258603.0
TEM552,FC,FC-15,47.0,-47.25,2004-07-24,24,7,2004,10:38:00,Summer,9711,,540.0,3.592,0.143,7.184,0.286,,10,552,015,10552,10552015,258604.0,258613.0
TEM552,FC,FC-17,47.0,-47.0166666666666,2004-07-24,24,7,2004,15:15:00,Summer,9712,,1000.0,2.314,0.172,4.628,0.344,,10,552,017,10552,10552017,258615.0,258624.0
TEM552,FC,FC-20,47.0,-46.4833333333333,2004-07-24,24,7,2004,21:39:00,Summer,9713,,335.0,1.079,0.149,2.158,0.298,,10,552,020,10552,10552020,258627.0,258636.0
TEM552,FC,FC-21,47.0,-46.0166666666666,2004-07-25,25,7,2004,01:31:00,Summer,9714,,291.0,1.245,0.174,2.49,0.348,,10,552,021,10552,10552021,258637.0,258646.0
TEM552,FC,FC-24,47.0,-45.2133333333333,2004-07-25,25,7,2004,09:10:00,Summer,9715,,154.0,1.511,0.293,3.022,0.586,,10,552,024,10552,10552024,258649.0,258658.0
TEM552,FC,FC-26,47.0,-44.7716666666666,2004-07-25,25,7,2004,12:32:00,Summer,9716,,136.0,0.652,0.152,1.304,0.304,,10,552,026,10552,10552026,258660.0,258668.0
TEM552,FC,FC-29,47.0,-44.2316666666666,2004-07-25,25,7,2004,16:19:00,Summer,9717,,262.0,0.734,0.083,1.468,0.166,,10,552,029,10552,10552029,258671.0,258680.0
TEM552,FC,FC-31,47.0,-43.8333333333333,2004-07-25,25,7,2004,19:26:00,Summer,9718,,548.0,1.553,0.439,3.106,0.878,,10,552,031,10552,10552031,258682.0,258691.0
TEM552,FC,FC-35,47.0,-43.0,2004-07-26,26,7,2004,02:01:00,Summer,9719,,1000.0,1.032,0.21,2.064,0.42,,10,552,035,10552,10552035,258693.0,258702.0
TEM552,BB,BB-14,50.1766666666666,-48.4716666666666,2004-07-27,27,7,2004,15:12:00,Summer,9720,,1000.0,1.376,0.228,2.752,0.456,,10,552,014,10552,10552014,,
TEM552,BB,BB-13,50.0,-49.0,2004-07-27,27,7,2004,19:56:00,Summer,9721,,1000.0,1.771,0.131,3.542,0.262,,10,552,013,10552,10552013,258714.0,258723.0
TEM552,BB,BB-12,49.85,-49.5,2004-07-28,28,7,2004,00:14:00,Summer,9722,,1000.0,1.613,0.231,3.226,0.462,,10,552,012,10552,10552012,258724.0,258733.0
TEM552,BB,BB-11,49.6833333333333,-50.0166666666666,2004-07-28,28,7,2004,05:14:00,Summer,9723,,593.0,1.535,0.526,3.07,1.052,,10,552,011,10552,10552011,258734.0,258743.0
TEM552,BB,BB-10,49.5166666666666,-50.5333333333333,2004-07-28,28,7,2004,09:11:00,Summer,9724,,319.0,2.776,0.134,5.552,0.268,,10,552,010,10552,10552010,258744.0,258753.0
TEM552,BB,BB-08,49.28,-51.28,2004-07-28,28,7,2004,14:56:00,Summer,9725,,310.0,1.026,0.134,2.052,0.268,,10,552,008,10552,10552008,258755.0,258764.0
TEM552,BB,BB-06,49.1,-51.8299999999999,2004-07-28,28,7,2004,19:25:00,Summer,9726,,281.0,0.869,0.137,1.738,0.274,,10,552,006,10552,10552006,258766.0,258775.0
TEM552,BB,BB-04,48.9166666666666,-52.3999999999999,2004-07-29,29,7,2004,00:14:00,Summer,9727,,338.0,2.502,0.252,5.004,0.504,,10,552,004,10552,10552004,258777.0,258786.0
TEM552,BB,BB-02,48.7999999999999,-52.75,2004-07-29,29,7,2004,04:08:00,Summer,9728,,174.0,0.178,0.071,0.356,0.142,,10,552,002,10552,10552002,258788.0,258797.0
TEM552,SI,SI-02,53.3333333333333,-55.5,2004-07-30,30,7,2004,20:56:00,Summer,9729,,128.0,0.498,0.244,0.996,0.488,,10,552,002,10552,10552002,258800.0,258808.0
TEM552,SI,SI-04,53.5333333333333,-55.145,2004-07-31,31,7,2004,00:22:00,Summer,9730,,195.0,0.662,0.26,1.324,0.52,,10,552,004,10552,10552004,258810.0,258819.0
TEM552,SI,SI-06,53.7566666666666,-54.7766666666666,2004-07-31,31,7,2004,03:34:00,Summer,9731,,157.0,0.728,0.249,1.456,0.498,,10,552,006,10552,10552006,258821.0,258829.0
TEM552,SI,SI-08,54.0816666666666,-54.2166666666666,2004-07-31,31,7,2004,07:54:00,Summer,9732,,181.0,1.006,0.309,2.012,0.618,,10,552,008,10552,10552008,258831.0,258840.0
TEM552,SI,SI-09,54.2,-54.0,2004-07-31,31,7,2004,09:56:00,Summer,9733,,207.0,1.322,0.311,2.644,0.622,,10,552,009,10552,10552009,258841.0,258850.0
TEM552,SI,SI-10,54.3549999999999,-53.7333333333333,2004-07-31,31,7,2004,12:29:00,Summer,9734,,222.0,1.674,0.293,3.348,0.586,,10,552,010,10552,10552010,258851.0,258860.0
TEM552,SI,SI-12,54.6333333333333,-53.25,2004-07-31,31,7,2004,16:45:00,Summer,9735,,678.0,1.904,0.116,3.808,0.232,,10,552,012,10552,10552012,258862.0,258871.0
TEM552,SI,SI-13,54.7833333333333,-53.0,2004-07-31,31,7,2004,19:37:00,Summer,9736,,1000.0,2.114,0.132,4.228,0.264,,10,552,013,10552,10552013,258872.0,258881.0
TEM552,WB,WB-18,51.9933333333333,-50.25,2004-08-01,1,8,2004,21:28:00,Summer,9737,,1000.0,,,,,,10,552,018,10552,10552018,258883.0,258892.0
TEM552,WB,WB-16,51.895,-50.6,2004-08-02,2,8,2004,01:13:00,Summer,9738,,772.0,,,,,,10,552,016,10552,10552016,258893.0,258902.0
TEM552,WB,WB-14,51.7883333333333,-50.9916666666666,2004-08-02,2,8,2004,05:09:00,Summer,9739,,300.0,,,,,,10,552,014,10552,10552014,258903.0,258912.0
TEM552,WB,WB-12,51.5,-52.0,2004-08-02,2,8,2004,10:50:00,Summer,9740,,404.0,,,,,,10,552,012,10552,10552012,258914.0,258923.0
TEM552,WB,WB-09,51.225,-53.0,2004-08-02,2,8,2004,18:36:00,Summer,9741,,407.0,,,,,,10,552,009,10552,10552009,258925.0,258934.0
TEM552,WB,WB-07,50.945,-54.0,2004-08-03,3,8,2004,00:44:00,Summer,9742,,202.0,,,,,,10,552,007,10552,10552007,258936.0,258945.0
TEM552,WB,WB-04,50.6666666666666,-55.0,2004-08-03,3,8,2004,07:18:00,Summer,9743,,164.0,,,,,,10,552,004,10552,10552004,258947.0,258955.0
TEM553,S27,S27-01,47.5466666666666,-52.5866666666666,2004-08-07,7,8,2004,01:00:00,Summer,9746,,165.0,0.372,0.128,0.744,0.256,,,,,,,,
TEL526,S27,S27-01,47.5466666666666,-52.5866666666666,2004-08-17,17,8,2004,11:30:00,Summer,9745,,165.0,0.223,2.158,0.446,4.316,,39,526,001,39526,39526001,,
TEM553,S27,S27-01,47.5466666666666,-52.5866666666666,2004-08-21,21,8,2004,09:50:00,Summer,9747,,165.0,0.245,0.263,0.49,0.526,,,,,,,,
SHA572,S27,S27-01,47.5466666666666,-52.5866666666666,2004-09-17,17,9,2004,12:00:00,,9748,,165.0,0.281,0.265,0.562,0.53,,03,572,001,03572,03572001,262871.0,262880.0
TEL536,S27,S27-01,47.5466666666666,-52.5866666666666,2004-10-07,7,10,2004,nan,,9750,,165.0,0.313,0.547,0.626,1.094,,,,,,,,
TEL537,S27,S27-01,47.5466666666666,-52.5866666666666,2004-10-16,16,10,2004,01:33:00,,9810,,165.0,0.201,0.606,0.402,1.212,,,,,,,,
TEM557,S27,S27-01,47.5466666666666,-52.5866666666666,2004-11-12,12,11,2004,04:01:00,Fall,9749,,165.0,0.261,0.203,0.522,0.406,,10,557,001,10557,10557001,262861.0,262870.0
HUD586,S27,S27-01,47.5466666666666,-52.5866666666666,2004-11-20,20,11,2004,00:08:00,Fall,9751,,169.0,0.091,0.133,0.182,0.266,,20,586,001,20586,20586001,258966.0,258975.0
HUD586,SEGB,SEGB-01,46.5833333333333,-52.9333333333333,2004-11-20,20,11,2004,07:36:00,Fall,9752,,50.0,0.482,0.076,0.964,0.152,,20,586,001,20586,20586001,258976.0,258980.0
HUD586,SEGB,SEGB-03,46.35,-52.7333333333333,2004-11-20,20,11,2004,09:30:00,Fall,9753,,164.0,0.128,0.302,0.256,0.604,,20,586,003,20586,20586003,258982.0,258991.0
HUD586,SEGB,SEGB-05,46.07,-52.5,2004-11-20,20,11,2004,13:08:00,Fall,9754,,81.0,0.021,0.196,0.042,0.392,,20,586,005,20586,20586005,258993.0,259000.0
HUD586,SEGB,SEGB-07,45.4583333333333,-52.0,2004-11-20,20,11,2004,17:34:00,Fall,9755,,71.0,0.054,0.178,0.108,0.356,,20,586,007,20586,20586007,259002.0,259008.0
HUD586,SEGB,SEGB-09,44.725,-51.395,2004-11-20,20,11,2004,23:20:00,Fall,9756,,64.0,0.139,0.111,0.278,0.222,,20,586,009,20586,20586009,259010.0,259016.0
HUD586,SEGB,SEGB-12,43.6333333333333,-50.5166666666666,2004-11-21,21,11,2004,23:40:00,Fall,9757,,56.0,0.005,0.053,0.01,0.106,,20,586,012,20586,20586012,259026.0,259032.0
HUD586,SEGB,SEGB-13,43.2,-50.1666666666666,2004-11-22,22,11,2004,02:40:00,Fall,9758,,58.0,0.03,0.054,0.06,0.108,,20,586,013,20586,20586013,259033.0,259039.0
HUD586,SEGB,SEGB-15,42.85,-49.8866666666666,2004-11-22,22,11,2004,05:57:00,Fall,9759,,409.0,0.381,0.069,0.762,0.138,,20,586,015,20586,20586015,259041.0,259050.0
HUD586,SEGB,SEGB-17,42.5883333333333,-49.6833333333333,2004-11-22,22,11,2004,10:37:00,Fall,9760,,1000.0,0.15,0.027,0.3,0.054,,20,586,017,20586,20586017,259052.0,259061.0
HUD586,FC,FC-35,47.0,-43.0,2004-11-24,24,11,2004,22:14:00,Fall,9761,,1000.0,0.556,0.055,1.112,0.11,,20,586,035,20586,20586035,259070.0,259079.0
HUD586,FC,FC-31,47.0,-43.8333333333333,2004-11-25,25,11,2004,10:52:00,Fall,9762,,557.0,0.541,0.081,1.082,0.162,,20,586,031,20586,20586031,259083.0,259092.0
HUD586,FC,FC-29,47.0,-44.2316666666666,2004-11-25,25,11,2004,15:26:00,Fall,9763,,278.0,0.079,0.014,0.158,0.028,,20,586,029,20586,20586029,259094.0,259103.0
HUD586,FC,FC-26,47.0,-44.7716666666666,2004-11-25,25,11,2004,19:45:00,Fall,9764,,138.0,0.213,0.032,0.426,0.064,,20,586,026,20586,20586026,259106.0,259114.0
HUD586,FC,FC-24,47.0,-45.2133333333333,2004-11-25,25,11,2004,22:45:00,Fall,9765,,160.0,0.122,0.023,0.244,0.046,,20,586,024,20586,20586024,259116.0,259125.0
HUD586,FC,FC-21,47.0,-46.0166666666666,2004-11-26,26,11,2004,03:45:00,Fall,9766,,297.0,0.216,0.027,0.432,0.054,,20,586,021,20586,20586021,259128.0,259137.0
HUD586,FC,FC-20,47.0,-46.4833333333333,2004-11-26,26,11,2004,07:33:00,Fall,9767,,342.0,0.385,0.037,0.77,0.074,,20,586,020,20586,20586020,259138.0,259147.0
HUD586,FC,FC-17,47.0,-47.0166666666666,2004-11-26,26,11,2004,12:31:00,Fall,9768,,1000.0,0.11,0.074,0.22,0.148,,20,586,017,20586,20586017,259148.0,259157.0
HUD586,FC,FC-18,47.0,-46.8333333333333,2004-11-26,26,11,2004,18:29:00,Fall,9769,,1000.0,0.879,0.067,1.758,0.134,,20,586,018,20586,20586018,259159.0,259168.0
HUD586,FC,FC-15,47.0,-47.25,2004-11-26,26,11,2004,23:51:00,Fall,9770,,538.0,1.584,0.28,3.168,0.56,,20,586,015,20586,20586015,259170.0,259179.0
HUD586,FC,FC-14,47.0,-47.5,2004-11-27,27,11,2004,03:19:00,Fall,9771,,204.0,0.72,0.47,1.44,0.94,,20,586,014,20586,20586014,259180.0,259189.0
HUD586,FC,FC-12,47.0,-48.1166666666666,2004-11-27,27,11,2004,06:43:00,Fall,9772,,127.0,0.143,0.207,0.286,0.414,,20,586,012,20586,20586012,259191.0,259199.0
HUD586,FC,FC-10,47.0,-49.1166666666666,2004-11-27,27,11,2004,15:07:00,Fall,9773,,74.0,0.024,0.22,0.048,0.44,,20,586,010,20586,20586010,259203.0,259209.0
HUD586,FC,FC-09,47.0,-50.0,2004-11-27,27,11,2004,19:09:00,Fall,9774,,70.0,0.016,0.105,0.032,0.21,,20,586,009,20586,20586009,259210.0,259216.0
HUD586,FC,FC-07,47.0,-51.0,2004-11-27,27,11,2004,23:57:00,Fall,9775,,95.0,0.169,0.107,0.338,0.214,,20,586,007,20586,20586007,259218.0,259225.0
HUD586,S27,S27-01,47.5466666666666,-52.5866666666666,2004-11-28,28,11,2004,10:10:00,Fall,9776,,168.0,0.153,0.084,0.306,0.168,,20,586,001,20586,20586001,259227.0,259236.0
HUD586,FC,FC-05,47.0,-52.0333333333333,2004-11-29,29,11,2004,01:29:00,Fall,9777,,132.0,0.41,0.197,0.82,0.394,,20,586,005,20586,20586005,259237.0,259246.0
HUD586,FC,FC-04,47.0,-52.3216666666666,2004-11-29,29,11,2004,04:28:00,Fall,9778,,115.0,0.23,0.149,0.46,0.298,,20,586,004,20586,20586004,259247.0,259255.0
HUD586,FC,FC-03,47.0,-52.5799999999999,2004-11-29,29,11,2004,06:10:00,Fall,9779,,155.0,0.348,0.3,0.696,0.6,,20,586,003,20586,20586003,259256.0,259264.0
HUD586,FC,FC-01,47.0,-52.8316666666666,2004-11-29,29,11,2004,08:42:00,Fall,9780,,98.0,0.125,0.073,0.25,0.146,,20,586,001,20586,20586001,259266.0,259273.0
HUD586,BB,BB-01,48.7333333333333,-52.9666666666666,2004-11-29,29,11,2004,19:03:00,Fall,9781,,91.0,0.09,0.08,0.18,0.16,,20,586,001,20586,20586001,259274.0,259281.0
HUD586,BB,BB-03,48.8333333333333,-52.6499999999999,2004-11-29,29,11,2004,21:23:00,Fall,9782,,246.0,1.515,0.329,3.03,0.658,,20,586,003,20586,20586003,259283.0,259292.0
