

      Hugrun h.f.					18/09 2000


      Data recordings from MS-110SH no. 003263



      Measuring site   :  Stock Cove May-Sept 2000




	    1.	  +11.55	12:00'00	23/05	2000
	    2.	  +15.50	13:00'00	23/05	2000
	    3.	  +18.60	14:00'00	23/05	2000
	    4.	  +20.95	15:00'00	23/05	2000
	    5.	  +22.40	16:00'00	23/05	2000
	    6.	  +25.25	17:00'00	23/05	2000
	    7.	  +15.10	18:00'00	23/05	2000
	    8.	   +3.30	19:00'00	23/05	2000
	    9.	   +3.45	20:00'00	23/05	2000
	   10.	   +3.45	21:00'00	23/05	2000
	   11.	   +3.45	22:00'00	23/05	2000
	   12.	   +3.80	23:00'00	23/05	2000
	   13.	   +3.75	00:00'00	24/05	2000
	   14.	   +3.75	01:00'00	24/05	2000
	   15.	   +3.80	02:00'00	24/05	2000
	   16.	   +3.85	03:00'00	24/05	2000
	   17.	   +3.85	04:00'00	24/05	2000
	   18.	   +4.00	05:00'00	24/05	2000
	   19.	   +3.95	06:00'00	24/05	2000
	   20.	   +3.95	07:00'00	24/05	2000
	   21.	   +3.90	08:00'00	24/05	2000
	   22.	   +3.90	09:00'00	24/05	2000
	   23.	   +3.85	10:00'00	24/05	2000
	   24.	   +3.85	11:00'00	24/05	2000
	   25.	   +3.80	12:00'00	24/05	2000
	   26.	   +3.75	13:00'00	24/05	2000
	   27.	   +3.80	14:00'00	24/05	2000
	   28.	   +3.90	15:00'00	24/05	2000
	   29.	   +4.00	16:00'00	24/05	2000
	   30.	   +3.95	17:00'00	24/05	2000
	   31.	   +4.05	18:00'00	24/05	2000
	   32.	   +4.05	19:00'00	24/05	2000
	   33.	   +4.05	20:00'00	24/05	2000
	   34.	   +4.00	21:00'00	24/05	2000
	   35.	   +4.10	22:00'00	24/05	2000
	   36.	   +3.65	23:00'00	24/05	2000
	   37.	   +4.05	00:00'00	25/05	2000
	   38.	   +3.75	01:00'00	25/05	2000
	   39.	   +3.45	02:00'00	25/05	2000
	   40.	   +4.00	03:00'00	25/05	2000
	   41.	   +3.60	04:00'00	25/05	2000
	   42.	   +4.00	05:00'00	25/05	2000
	   43.	   +3.95	06:00'00	25/05	2000
	   44.	   +3.90	07:00'00	25/05	2000
	   45.	   +3.90	08:00'00	25/05	2000
	   46.	   +3.85	09:00'00	25/05	2000
	   47.	   +3.80	10:00'00	25/05	2000
	   48.	   +3.60	11:00'00	25/05	2000
	   49.	   +3.30	12:00'00	25/05	2000
	   50.	   +3.20	13:00'00	25/05	2000
	   51.	   +3.10	14:00'00	25/05	2000
	   52.	   +3.35	15:00'00	25/05	2000
	   53.	   +2.70	16:00'00	25/05	2000
	   54.	   +3.15	17:00'00	25/05	2000
