

      Hugrun h.f.					01/06 2000


      Data recordings from MS-110SH no. 003260



      Measuring site   :  Stock Cove Nov 99-May 2000




	    1.	  +18.60	12:00'00	07/11	1999
	    2.	  +18.55	13:00'00	07/11	1999
	    3.	  +18.55	14:00'00	07/11	1999
	    4.	  +18.55	15:00'00	07/11	1999
	    5.	  +18.55	16:00'00	07/11	1999
	    6.	  +18.50	17:00'00	07/11	1999
	    7.	  +18.50	18:00'00	07/11	1999
	    8.	  +18.50	19:00'00	07/11	1999
	    9.	  +18.45	20:00'00	07/11	1999
	   10.	  +18.45	21:00'00	07/11	1999
	   11.	  +18.40	22:00'00	07/11	1999
	   12.	  +18.40	23:00'00	07/11	1999
	   13.	  +18.35	00:00'00	08/11	1999
	   14.	  +18.30	01:00'00	08/11	1999
	   15.	  +18.25	02:00'00	08/11	1999
	   16.	  +18.20	03:00'00	08/11	1999
	   17.	  +18.15	04:00'00	08/11	1999
	   18.	  +18.15	05:00'00	08/11	1999
	   19.	  +18.15	06:00'00	08/11	1999
	   20.	  +18.10	07:00'00	08/11	1999
	   21.	  +18.10	08:00'00	08/11	1999
	   22.	  +18.10	09:00'00	08/11	1999
	   23.	  +18.35	10:00'00	08/11	1999
	   24.	  +19.30	11:00'00	08/11	1999
	   25.	  +19.90	12:00'00	08/11	1999
	   26.	  +20.15	13:00'00	08/11	1999
	   27.	  +20.50	14:00'00	08/11	1999
	   28.	  +20.70	15:00'00	08/11	1999
	   29.	  +20.75	16:00'00	08/11	1999
	   30.	  +20.95	17:00'00	08/11	1999
	   31.	  +21.00	18:00'00	08/11	1999
	   32.	  +20.95	19:00'00	08/11	1999
	   33.	  +20.90	20:00'00	08/11	1999
	   34.	  +20.70	21:00'00	08/11	1999
	   35.	  +20.40	22:00'00	08/11	1999
	   36.	  +20.20	23:00'00	08/11	1999
	   37.	  +20.00	00:00'00	09/11	1999
	   38.	  +19.75	01:00'00	09/11	1999
	   39.	  +19.65	02:00'00	09/11	1999
	   40.	  +19.55	03:00'00	09/11	1999
	   41.	  +19.40	04:00'00	09/11	1999
	   42.	  +19.25	05:00'00	09/11	1999
	   43.	  +19.15	06:00'00	09/11	1999
	   44.	  +19.05	07:00'00	09/11	1999
	   45.	  +19.00	08:00'00	09/11	1999
	   46.	  +18.90	09:00'00	09/11	1999
	   47.	  +18.85	10:00'00	09/11	1999
	   48.	  +18.80	11:00'00	09/11	1999
	   49.	  +18.80	12:00'00	09/11	1999
	   50.	  +19.45	13:00'00	09/11	1999
	   51.	  +20.15	14:00'00	09/11	1999
	   52.	  +20.35	15:00'00	09/11	1999
	   53.	  +17.50	16:00'00	09/11	1999
	   54.	  +18.00	17:00'00	09/11	1999
	   55.	  +20.40	18:00'00	09/11	1999
	   56.	  +19.85	19:00'00	09/11	1999
	   57.	  +16.20	20:00'00	09/11	1999
	   58.	  +12.45	21:00'00	09/11	1999
	   59.	   +9.55	22:00'00	09/11	1999
	   60.	   +7.40	23:00'00	09/11	1999
	   61.	   +5.70	00:00'00	10/11	1999
	   62.	   +4.45	01:00'00	10/11	1999
	   63.	   +3.50	02:00'00	10/11	1999
	   64.	   +2.70	03:00'00	10/11	1999
	   65.	   +2.10	04:00'00	10/11	1999
	   66.	   +1.65	05:00'00	10/11	1999
	   67.	   +1.30	06:00'00	10/11	1999
	   68.	   +0.95	07:00'00	10/11	1999
	   69.	   +0.75	08:00'00	10/11	1999
	   70.	   +0.45	09:00'00	10/11	1999
	   71.	   +0.15	10:00'00	10/11	1999
	   72.	   +0.05	11:00'00	10/11	1999
	   73.	   +0.05	12:00'00	10/11	1999
	   74.	   +9.15	13:00'00	10/11	1999
	   75.	  +18.75	14:00'00	10/11	1999
	   76.	  +21.05	15:00'00	10/11	1999
	   77.	  +22.10	16:00'00	10/11	1999
	   78.	  +12.25	17:00'00	10/11	1999
	   79.	   +4.60	18:00'00	10/11	1999
	   80.	   +4.60	19:00'00	10/11	1999
	   81.	   +4.65	20:00'00	10/11	1999
	   82.	   +4.70	21:00'00	10/11	1999
	   83.	   +4.70	22:00'00	10/11	1999
	   84.	   +4.65	23:00'00	10/11	1999
	   85.	   +4.70	00:00'00	11/11	1999
	   86.	   +4.70	01:00'00	11/11	1999
	   87.	   +4.70	02:00'00	11/11	1999
	   88.	   +4.20	03:00'00	11/11	1999
	   89.	   +4.35	04:00'00	11/11	1999
	   90.	   +4.40	05:00'00	11/11	1999
	   91.	   +4.30	06:00'00	11/11	1999
	   92.	   +4.35	07:00'00	11/11	1999
	   93.	   +4.35	08:00'00	11/11	1999
	   94.	   +4.40	09:00'00	11/11	1999
	   95.	   +4.60	10:00'00	11/11	1999
	   96.	   +4.65	11:00'00	11/11	1999
	   97.	   +4.70	12:00'00	11/11	1999
	   98.	   +4.70	13:00'00	11/11	1999
	   99.	   +4.65	14:00'00	11/11	1999
	  100.	   +4.75	15:00'00	11/11	1999
	  101.	   +4.70	16:00'00	11/11	1999
	  102.	   +4.65	17:00'00	11/11	1999
	  103.	   +4.70	18:00'00	11/11	1999
	  104.	   +4.70	19:00'00	11/11	1999
	  105.	   +4.65	20:00'00	11/11	1999
	  106.	   +4.60	21:00'00	11/11	1999
	  107.	   +4.65	22:00'00	11/11	1999
	  108.	   +4.50	23:00'00	11/11	1999
	  109.	   +4.35	00:00'00	12/11	1999
	  110.	   +4.25	01:00'00	12/11	1999
	  111.	   +4.25	02:00'00	12/11	1999
	  112.	   +4.35	03:00'00	12/11	1999
	  113.	   +4.35	04:00'00	12/11	1999
	  114.	   +4.35	05:00'00	12/11	1999
	  115.	   +4.45	06:00'00	12/11	1999
	  116.	   +4.40	07:00'00	12/11	1999
	  117.	   +4.40	08:00'00	12/11	1999
	  118.	   +4.35	09:00'00	12/11	1999
	  119.	   +4.40	10:00'00	12/11	1999
