* ID=Minilog-II-T
* Serial Number=354547
* Study ID=Comfort Cove 2018
* Start Time=2018-05-21 18:39:38
* Finish Time=2018-11-28 15:39:38
* Sample Period=01:00:00
* Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C)
2018-06-15,13:39:38,5.80
2018-06-15,14:39:38,6.34
2018-06-15,15:39:38,5.81
2018-06-15,16:39:38,6.17
2018-06-15,17:39:38,6.77
2018-06-15,18:39:38,6.64
2018-06-15,19:39:38,6.60
2018-06-15,20:39:38,6.45
2018-06-15,21:39:38,6.53
2018-06-15,22:39:38,6.71
2018-06-15,23:39:38,6.36
2018-06-16,00:39:38,5.96
2018-06-16,01:39:38,6.70
2018-06-16,02:39:38,6.83
2018-06-16,03:39:38,7.35
2018-06-16,04:39:38,7.33
2018-06-16,05:39:38,7.38
2018-06-16,06:39:38,7.29
2018-06-16,07:39:38,7.33
2018-06-16,08:39:38,5.94
2018-06-16,09:39:38,3.06
2018-06-16,10:39:38,2.69
2018-06-16,11:39:38,2.86
2018-06-16,12:39:38,2.40
2018-06-16,13:39:38,2.63
2018-06-16,14:39:38,3.12
2018-06-16,15:39:38,2.99
2018-06-16,16:39:38,3.43
2018-06-16,17:39:38,4.56
2018-06-16,18:39:38,4.34
2018-06-16,19:39:38,4.26
2018-06-16,20:39:38,3.71
2018-06-16,21:39:38,2.69
2018-06-16,22:39:38,2.65
2018-06-16,23:39:38,2.33
2018-06-17,00:39:38,2.26
2018-06-17,01:39:38,2.17
2018-06-17,02:39:38,2.10
2018-06-17,03:39:38,2.21
2018-06-17,04:39:38,2.24
2018-06-17,05:39:38,2.70
2018-06-17,06:39:38,4.02
2018-06-17,07:39:38,4.52
2018-06-17,08:39:38,4.30
2018-06-17,09:39:38,4.06
2018-06-17,10:39:38,4.47
2018-06-17,11:39:38,3.40
2018-06-17,12:39:38,3.32
2018-06-17,13:39:38,3.33
2018-06-17,14:39:38,3.42
2018-06-17,15:39:38,3.20
2018-06-17,16:39:38,5.62
2018-06-17,17:39:38,4.48
2018-06-17,18:39:38,3.70
2018-06-17,19:39:38,6.46
2018-06-17,20:39:38,6.00
2018-06-17,21:39:38,3.86
2018-06-17,22:39:38,3.90
2018-06-17,23:39:38,3.64
2018-06-18,00:39:38,3.49
2018-06-18,01:39:38,3.10
2018-06-18,02:39:38,3.86
2018-06-18,03:39:38,3.47
2018-06-18,04:39:38,3.18
2018-06-18,05:39:38,3.91
2018-06-18,06:39:38,3.88
2018-06-18,07:39:38,4.15
2018-06-18,08:39:38,4.34
2018-06-18,09:39:38,3.33
2018-06-18,10:39:38,4.47
2018-06-18,11:39:38,4.44
2018-06-18,12:39:38,4.42
2018-06-18,13:39:38,5.14
2018-06-18,14:39:38,4.88
2018-06-18,15:39:38,5.48
2018-06-18,16:39:38,5.73
2018-06-18,17:39:38,5.63
2018-06-18,18:39:38,4.62
2018-06-18,19:39:38,5.24
2018-06-18,20:39:38,5.54
2018-06-18,21:39:38,5.84
2018-06-18,22:39:38,6.19
2018-06-18,23:39:38,6.09
2018-06-19,00:39:38,6.06
2018-06-19,01:39:38,6.10
2018-06-19,02:39:38,6.34
2018-06-19,03:39:38,6.38
2018-06-19,04:39:38,6.48
2018-06-19,05:39:38,6.53
2018-06-19,06:39:38,6.67
2018-06-19,07:39:38,6.73
2018-06-19,08:39:38,6.72
2018-06-19,09:39:38,6.76
2018-06-19,10:39:38,6.86
2018-06-19,11:39:38,6.91
2018-06-19,12:39:38,6.97
2018-06-19,13:39:38,7.11
2018-06-19,14:39:38,7.07
2018-06-19,15:39:38,7.01
2018-06-19,16:39:38,6.97
2018-06-19,17:39:38,6.98
2018-06-19,18:39:38,7.00
2018-06-19,19:39:38,7.07
2018-06-19,20:39:38,7.12
2018-06-19,21:39:38,7.19
2018-06-19,22:39:38,7.07
2018-06-19,23:39:38,7.10
2018-06-20,00:39:38,2.58
2018-06-20,01:39:38,2.67
2018-06-20,02:39:38,6.43
2018-06-20,03:39:38,7.01
2018-06-20,04:39:38,7.33
2018-06-20,05:39:38,6.24
2018-06-20,06:39:38,2.32
2018-06-20,07:39:38,2.09
2018-06-20,08:39:38,6.39
2018-06-20,09:39:38,7.24
2018-06-20,10:39:38,7.39
2018-06-20,11:39:38,7.43
2018-06-20,12:39:38,5.58
2018-06-20,13:39:38,5.76
2018-06-20,14:39:38,6.04
2018-06-20,15:39:38,3.56
2018-06-20,16:39:38,3.54
2018-06-20,17:39:38,6.57
2018-06-20,18:39:38,4.84
2018-06-20,19:39:38,6.99
2018-06-20,20:39:38,5.60
2018-06-20,21:39:38,2.60
2018-06-20,22:39:38,3.86
2018-06-20,23:39:38,5.82
2018-06-21,00:39:38,3.39
2018-06-21,01:39:38,3.60
2018-06-21,02:39:38,4.75
2018-06-21,03:39:38,3.80
2018-06-21,04:39:38,4.49
2018-06-21,05:39:38,5.24
2018-06-21,06:39:38,4.13
2018-06-21,07:39:38,3.30
2018-06-21,08:39:38,2.70
2018-06-21,09:39:38,5.83
2018-06-21,10:39:38,6.16
2018-06-21,11:39:38,7.24
2018-06-21,12:39:38,6.82
2018-06-21,13:39:38,4.90
2018-06-21,14:39:38,5.74
2018-06-21,15:39:38,6.36
2018-06-21,16:39:38,5.32
2018-06-21,17:39:38,6.16
2018-06-21,18:39:38,5.72
2018-06-21,19:39:38,6.80
2018-06-21,20:39:38,6.88
2018-06-21,21:39:38,6.84
2018-06-21,22:39:38,7.09
2018-06-21,23:39:38,7.24
2018-06-22,00:39:38,7.34
2018-06-22,01:39:38,8.03
2018-06-22,02:39:38,8.18
2018-06-22,03:39:38,8.54
2018-06-22,04:39:38,8.96
2018-06-22,05:39:38,8.81
2018-06-22,06:39:38,8.81
2018-06-22,07:39:38,8.71
2018-06-22,08:39:38,8.81
2018-06-22,09:39:38,8.77
2018-06-22,10:39:38,8.78
2018-06-22,11:39:38,8.80
2018-06-22,12:39:38,8.84
2018-06-22,13:39:38,4.42
2018-06-22,14:39:38,3.93
2018-06-22,15:39:38,2.63
2018-06-22,16:39:38,2.64
2018-06-22,17:39:38,3.36
2018-06-22,18:39:38,3.61
2018-06-22,19:39:38,3.61
2018-06-22,20:39:38,3.35
2018-06-22,21:39:38,2.79
2018-06-22,22:39:38,2.85
2018-06-22,23:39:38,3.31
2018-06-23,00:39:38,3.07
2018-06-23,01:39:38,2.63
2018-06-23,02:39:38,3.28
2018-06-23,03:39:38,2.09
2018-06-23,04:39:38,3.11
2018-06-23,05:39:38,2.95
2018-06-23,06:39:38,3.19
2018-06-23,07:39:38,3.37
2018-06-23,08:39:38,4.12
2018-06-23,09:39:38,4.35
2018-06-23,10:39:38,5.76
2018-06-23,11:39:38,7.39
2018-06-23,12:39:38,8.43
2018-06-23,13:39:38,8.86
2018-06-23,14:39:38,8.77
2018-06-23,15:39:38,8.69
2018-06-23,16:39:38,8.66
2018-06-23,17:39:38,8.72
2018-06-23,18:39:38,9.56
