Filename,Instr,PrimOSens,SecOSens,PrimSOC,SecSOC
39197002,1221,3313,3539,4.6351e-001,4.9410e-001,
39197004,1221,3313,3539,4.6351e-001,4.9410e-001,
39197005,1221,3313,3539,4.6351e-001,4.9410e-001,
39197006,1221,3313,3539,4.6351e-001,4.9410e-001,
39197007,1221,3313,3539,4.6351e-001,4.9410e-001,
39197008,1221,3313,3539,4.6351e-001,4.9410e-001,
39197009,1221,3313,3539,4.6351e-001,4.9410e-001,
39197010,1221,3313,3539,4.6351e-001,4.9410e-001,
39197011,1221,3313,3539,4.6351e-001,4.9410e-001,
39197012,1221,3313,3539,4.6351e-001,4.9410e-001,
39197013,1221,3313,3539,4.6351e-001,4.9410e-001,
39197014,1221,3313,3539,4.6351e-001,4.9410e-001,
39197015,1221,3313,3539,4.6351e-001,4.9410e-001,
39197016,1221,3313,3539,4.6351e-001,4.9410e-001,
39197017,1221,3313,3539,4.6351e-001,4.9410e-001,
39197018,1221,3313,3539,4.6351e-001,4.9410e-001,
39197019,1221,3313,3539,4.6351e-001,4.9410e-001,
39197020,1221,3313,3539,4.6351e-001,4.9410e-001,
39197021,1221,3313,3539,4.6351e-001,4.9410e-001,
39197022,1221,3313,3539,4.6351e-001,4.9410e-001,
39197023,1221,3313,3539,4.6351e-001,4.9410e-001,
39197024,1221,3313,3539,4.6351e-001,4.9410e-001,
39197025,1221,3313,3539,4.6351e-001,4.9410e-001,
39197026,1221,3313,3539,4.6351e-001,4.9410e-001,
39197027,1221,3313,3539,4.6351e-001,4.9410e-001,
39197028,1221,3313,3539,4.6351e-001,4.9410e-001,
39197029,1221,3313,3539,4.6351e-001,4.9410e-001,
39197030,1221,3313,3539,4.6351e-001,4.9410e-001,
39197031,1221,3313,3539,4.6351e-001,4.9410e-001,
39197032,1221,3313,3539,4.6351e-001,4.9410e-001,
39197033,1221,3313,3539,4.6351e-001,4.9410e-001,
39197050,1221,3313,3539,4.6351e-001,4.9410e-001,
