SiteCode,SiteName,Latitude,Longitude,DeploymentSiteDepth,DeploymentDepth,DeploymentDate,DeploymentTime,RecoveredDate,TimeOfRecovery,SamplingSize,InstrumentNum,InstrumentType,Path
102,null,47.8,55.83,20.00,86.00,1997-10-04,17:00:00.00,1998-04-04,18:00:00.00,3600.0000,003865,MINILOG-T,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Melrose\20m\MTR_1_1997_10_04.rpf
102,Bay dEspoir Little Crow Head,47.80,55.83,020,086,1997-10-03,16:00:00,1998-04-04,18:00:00,060,003865,Minilog,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Melrose\20m\MTR_2_1997_10_03.rpf
102,null,48.47,53.04,20.00,27.00,1996-07-02,19:00:00.00,1996-09-14,15:00:00.00,3600.0000,007939,SEAMONUTR-B,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Melrose\20m\MTR_3_1996_07_02.rpf
102,MELROSE TRINITY BAY,48.47,53.04,020,027,1996-07-02,19:00:00,1996-09-14,15:00:00,060,007939,Hugrun,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Melrose\20m\MTR_4_1996_07_02.rpf
