SiteCode,SiteName,Latitude,Longitude,DeploymentSiteDepth,DeploymentDepth,DeploymentDate,DeploymentTime,RecoveredDate,TimeOfRecovery,SamplingSize,InstrumentNum,InstrumentType,Path
114,null,49.25,53.45,5,15,31/05/1989,8:00:00 PM,19/10/1989,10:00:00 PM,7200,62882,RYANTHERMOGRAPH,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_11_1989_05_31.rpf
114,CAPE FREELS,49.25,53.45,5,null,31/05/1989,8:00:00 PM,20/10/1989,12:00:00 PM,null,62882,null,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_1_1989_05_31.rpf
114,CAPE FREELS,49.29,53.53,5,31,06/06/1998,2:00:00 PM,03/11/1998,1:00:00 PM,60,7880,Hugrun,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_19_1998_06_06.rpf
114,CAPE FREELS,49.29,53.53,5,35,13/06/1999,1:00:00 PM,15/11/1999,1:00:00 PM,60,5471,Hugrun,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_6_1999_06_13.rpf
114,CAPE FREELS,49.25,53.53,5,30,16/05/2000,6:00:00 PM,16/11/2000,7:00:00 PM,60,3266,Hugrun,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_4_2000_05_16.rpf
114,CAPE FREELS,49.25,53.53,5,30,23/05/2001,10:00:00 PM,30/10/2001,6:00:00 PM,60,6741,Hugrun,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_16_2001_05_23.rpf
114,CAPE FREELS,49.25,53.53,5,33,28/05/2002,10:00:00 PM,29/10/2002,7:00:00 PM,60,5456,Hugrun,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_18_2002_05_28.rpf
null,Cape,null,null,null,null,19/05/2003,12:00:00 PM,12/01/2004,6:21:59 PM,0.041666667,4346,Minilog-T,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_20_2003_05_19.rpf
114,CAPE FREELS,49.29,53.53,5,31,26/05/2003,12:00:00 AM,24/10/2003,5:00:00 PM,60,4346,Minilog,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_15_2003_05_26.rpf
null,Cape Freels,null,null,null,null,18/05/2004,12:00:00 PM,12/11/2004,2:06:39 PM,0.041666667,6444,Minilog-T,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_17_2004_05_18.rpf
114,CAPE FREELS,49.29,53.53,5,30,05/06/2004,9:00:00 PM,15/10/2004,5:00:00 PM,60,6444,Minilog,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_13_2004_06_05.rpf
null,Cape Freels Metre,null,null,null,null,18/05/2005,12:00:00 PM,21/11/2005,6:26:09 PM,0.041666667,9505,Minilog-T,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_7_2005_05_18.rpf
114,CAPE FREELS,49.29,53.53,5,30,29/05/2005,10:00:00 PM,20/10/2005,4:00:00 PM,60,9505,Minilog,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_8_2005_05_29.rpf
null,Cape Freels,null,null,null,null,18/05/2006,12:00:00 PM,06/11/2006,5:06:39 PM,0.041666667,7416,Minilog-T,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_5_2006_05_18.rpf
114,CAPE FREELS,49.29,53.53,5,5,01/06/2006,10:00:00 AM,30/10/2006,12:00:00 PM,60,7416,Minilog,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_9_2006_06_01.rpf
114,CAPE FREELS,49.29,53.53,5,5,15/06/2007,9:00:00 PM,21/10/2007,8:00:00 PM,60,7821,Hugrun,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_3_2007_06_15.rpf
114,CAPE FREELS,49.29,53.53,5,5,25/05/2008,10:00:00 AM,28/10/2008,2:00:00 PM,60,7942,Hugrun,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_14_2008_05_25.rpf
null,Cape Freels,null,null,null,null,15/05/2009,1:00:00 PM,10/11/2009,null,null,7942,null,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_10_2009_05_15.rpf
null,Cape Freels,null,null,null,null,11/05/2010,1:00:00 PM,19/11/2010,null,null,6741,null,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_2_2010_05_11.rpf
null,Cape freels M,null,null,null,null,15/05/2011,1:00:00 PM,14/11/2011,null,null,008A0B,null,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_12_2011_05_15.rpf
null,Lumsden M,null,null,null,null,12/05/2012,1:00:00 PM,06/02/2013,null,null,5503,null,C:\Users\KennedyDy\Desktop\Kennedy\Fixed\Headlands_New\Lumsden\5m\MTR_21_2012_05_12.rpf
