* ID=Minilog-II-T
* Serial Number=350863
* Study ID=Winterton 2018
* Start Time=2018-05-23 10:22:30
* Finish Time=2018-10-12 15:22:30
* Sample Period=01:00:00
* Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C)
2018-05-29,13:22:30,3.60
2018-05-29,14:22:30,3.68
2018-05-29,15:22:30,3.71
2018-05-29,16:22:30,3.75
2018-05-29,17:22:30,3.84
2018-05-29,18:22:30,3.88
2018-05-29,19:22:30,3.84
2018-05-29,20:22:30,3.71
2018-05-29,21:22:30,3.60
2018-05-29,22:22:30,3.63
2018-05-29,23:22:30,3.59
2018-05-30,00:22:30,3.58
2018-05-30,01:22:30,3.58
2018-05-30,02:22:30,3.54
2018-05-30,03:22:30,3.30
2018-05-30,04:22:30,3.27
2018-05-30,05:22:30,3.24
2018-05-30,06:22:30,3.23
2018-05-30,07:22:30,3.23
2018-05-30,08:22:30,3.23
2018-05-30,09:22:30,3.24
2018-05-30,10:22:30,3.33
2018-05-30,11:22:30,3.39
2018-05-30,12:22:30,3.36
2018-05-30,13:22:30,3.34
2018-05-30,14:22:30,3.34
2018-05-30,15:22:30,3.34
2018-05-30,16:22:30,3.29
2018-05-30,17:22:30,3.10
2018-05-30,18:22:30,3.04
2018-05-30,19:22:30,2.84
2018-05-30,20:22:30,2.54
2018-05-30,21:22:30,2.44
2018-05-30,22:22:30,2.08
2018-05-30,23:22:30,1.75
2018-05-31,00:22:30,1.56
2018-05-31,01:22:30,1.30
2018-05-31,02:22:30,0.72
2018-05-31,03:22:30,0.60
2018-05-31,04:22:30,0.19
2018-05-31,05:22:30,0.02
2018-05-31,06:22:30,-0.13
2018-05-31,07:22:30,-0.18
2018-05-31,08:22:30,-0.26
2018-05-31,09:22:30,-0.62
2018-05-31,10:22:30,-0.77
2018-05-31,11:22:30,-0.90
2018-05-31,12:22:30,-0.97
2018-05-31,13:22:30,-0.97
2018-05-31,14:22:30,-1.01
2018-05-31,15:22:30,-1.01
2018-05-31,16:22:30,-0.98
2018-05-31,17:22:30,-0.93
2018-05-31,18:22:30,-0.85
2018-05-31,19:22:30,-0.40
2018-05-31,20:22:30,-0.42
2018-05-31,21:22:30,-0.44
2018-05-31,22:22:30,-0.32
2018-05-31,23:22:30,-0.22
2018-06-01,00:22:30,-0.13
2018-06-01,01:22:30,-0.02
2018-06-01,02:22:30,-0.11
2018-06-01,03:22:30,-0.08
2018-06-01,04:22:30,0.00
2018-06-01,05:22:30,0.06
2018-06-01,06:22:30,0.24
2018-06-01,07:22:30,0.36
2018-06-01,08:22:30,0.36
2018-06-01,09:22:30,0.37
2018-06-01,10:22:30,0.49
2018-06-01,11:22:30,0.75
2018-06-01,12:22:30,0.84
2018-06-01,13:22:30,0.83
2018-06-01,14:22:30,0.83
2018-06-01,15:22:30,0.85
2018-06-01,16:22:30,0.77
2018-06-01,17:22:30,0.84
2018-06-01,18:22:30,0.84
2018-06-01,19:22:30,0.88
2018-06-01,20:22:30,0.99
2018-06-01,21:22:30,0.99
2018-06-01,22:22:30,1.07
2018-06-01,23:22:30,1.19
2018-06-02,00:22:30,1.28
2018-06-02,01:22:30,1.40
2018-06-02,02:22:30,1.39
2018-06-02,03:22:30,1.43
2018-06-02,04:22:30,1.58
2018-06-02,05:22:30,1.86
2018-06-02,06:22:30,1.93
2018-06-02,07:22:30,1.86
2018-06-02,08:22:30,1.91
2018-06-02,09:22:30,1.99
2018-06-02,10:22:30,1.93
2018-06-02,11:22:30,1.98
2018-06-02,12:22:30,2.05
2018-06-02,13:22:30,2.11
2018-06-02,14:22:30,2.12
2018-06-02,15:22:30,2.15
2018-06-02,16:22:30,2.16
2018-06-02,17:22:30,2.18
2018-06-02,18:22:30,2.18
2018-06-02,19:22:30,2.16
2018-06-02,20:22:30,2.17
2018-06-02,21:22:30,2.14
2018-06-02,22:22:30,2.12
2018-06-02,23:22:30,2.14
2018-06-03,00:22:30,2.15
2018-06-03,01:22:30,2.14
2018-06-03,02:22:30,2.14
2018-06-03,03:22:30,2.15
2018-06-03,04:22:30,2.14
2018-06-03,05:22:30,2.15
2018-06-03,06:22:30,2.17
2018-06-03,07:22:30,2.18
2018-06-03,08:22:30,2.19
2018-06-03,09:22:30,2.19
2018-06-03,10:22:30,2.20
2018-06-03,11:22:30,2.22
2018-06-03,12:22:30,2.21
2018-06-03,13:22:30,2.19
2018-06-03,14:22:30,2.19
2018-06-03,15:22:30,2.21
2018-06-03,16:22:30,2.21
2018-06-03,17:22:30,2.23
2018-06-03,18:22:30,2.26
2018-06-03,19:22:30,2.27
2018-06-03,20:22:30,2.26
2018-06-03,21:22:30,2.27
2018-06-03,22:22:30,2.28
2018-06-03,23:22:30,2.30
2018-06-04,00:22:30,2.35
2018-06-04,01:22:30,2.31
2018-06-04,02:22:30,2.33
2018-06-04,03:22:30,2.35
2018-06-04,04:22:30,2.34
2018-06-04,05:22:30,2.33
2018-06-04,06:22:30,2.34
2018-06-04,07:22:30,2.35
2018-06-04,08:22:30,2.33
2018-06-04,09:22:30,2.32
2018-06-04,10:22:30,2.31
2018-06-04,11:22:30,2.29
2018-06-04,12:22:30,2.30
2018-06-04,13:22:30,2.31
2018-06-04,14:22:30,2.26
2018-06-04,15:22:30,2.26
2018-06-04,16:22:30,2.26
2018-06-04,17:22:30,2.26
2018-06-04,18:22:30,2.23
2018-06-04,19:22:30,2.22
2018-06-04,20:22:30,2.21
2018-06-04,21:22:30,2.20
2018-06-04,22:22:30,2.21
2018-06-04,23:22:30,2.21
2018-06-05,00:22:30,2.21
2018-06-05,01:22:30,2.21
