

      Hugrun h.f.					06/12 2000


      Data recordings from MS-110SH no. 004333



      Measuring site   :  Arnold's Cove June-Nov 2000




	    1.	  +13.20	12:00'00	23/05	2000
	    2.	  +16.50	13:00'00	23/05	2000
	    3.	  +19.00	14:00'00	23/05	2000
	    4.	  +21.10	15:00'00	23/05	2000
	    5.	  +22.35	16:00'00	23/05	2000
	    6.	  +24.55	17:00'00	23/05	2000
	    7.	  +25.05	18:00'00	23/05	2000
	    8.	  +24.95	19:00'00	23/05	2000
	    9.	  +23.90	20:00'00	23/05	2000
	   10.	  +23.15	21:00'00	23/05	2000
	   11.	  +21.40	22:00'00	23/05	2000
	   12.	  +20.05	23:00'00	23/05	2000
	   13.	  +18.80	00:00'00	24/05	2000
	   14.	  +17.30	01:00'00	24/05	2000
	   15.	  +15.80	02:00'00	24/05	2000
	   16.	  +14.35	03:00'00	24/05	2000
	   17.	  +13.75	04:00'00	24/05	2000
	   18.	  +12.85	05:00'00	24/05	2000
	   19.	  +11.80	06:00'00	24/05	2000
	   20.	  +10.85	07:00'00	24/05	2000
	   21.	   +9.80	08:00'00	24/05	2000
	   22.	   +8.95	09:00'00	24/05	2000
	   23.	   +8.35	10:00'00	24/05	2000
	   24.	   +8.00	11:00'00	24/05	2000
	   25.	   +7.90	12:00'00	24/05	2000
	   26.	   +8.20	13:00'00	24/05	2000
	   27.	   +8.80	14:00'00	24/05	2000
	   28.	   +9.70	15:00'00	24/05	2000
	   29.	  +10.45	16:00'00	24/05	2000
	   30.	  +11.00	17:00'00	24/05	2000
	   31.	  +10.50	18:00'00	24/05	2000
	   32.	   +9.80	19:00'00	24/05	2000
	   33.	  +11.65	20:00'00	24/05	2000
	   34.	  +13.20	21:00'00	24/05	2000
	   35.	  +14.85	22:00'00	24/05	2000
	   36.	  +14.65	23:00'00	24/05	2000
	   37.	  +13.10	00:00'00	25/05	2000
	   38.	  +11.55	01:00'00	25/05	2000
	   39.	  +10.15	02:00'00	25/05	2000
	   40.	   +9.05	03:00'00	25/05	2000
	   41.	   +8.25	04:00'00	25/05	2000
	   42.	   +7.55	05:00'00	25/05	2000
	   43.	   +7.00	06:00'00	25/05	2000
	   44.	   +6.50	07:00'00	25/05	2000
	   45.	   +6.00	08:00'00	25/05	2000
	   46.	   +5.70	09:00'00	25/05	2000
	   47.	   +5.60	10:00'00	25/05	2000
	   48.	   +5.70	11:00'00	25/05	2000
	   49.	   +5.95	12:00'00	25/05	2000
	   50.	   +7.95	13:00'00	25/05	2000
	   51.	  +10.25	14:00'00	25/05	2000
	   52.	  +11.70	15:00'00	25/05	2000
	   53.	  +14.20	16:00'00	25/05	2000
	   54.	  +14.00	17:00'00	25/05	2000
	   55.	  +14.50	18:00'00	25/05	2000
	   56.	  +16.95	19:00'00	25/05	2000
	   57.	  +18.10	20:00'00	25/05	2000
	   58.	  +17.60	21:00'00	25/05	2000
	   59.	  +17.30	22:00'00	25/05	2000
	   60.	  +17.40	23:00'00	25/05	2000
	   61.	  +16.25	00:00'00	26/05	2000
	   62.	  +15.15	01:00'00	26/05	2000
	   63.	  +14.05	02:00'00	26/05	2000
	   64.	  +13.40	03:00'00	26/05	2000
	   65.	  +12.75	04:00'00	26/05	2000
	   66.	  +12.20	05:00'00	26/05	2000
	   67.	  +11.80	06:00'00	26/05	2000
	   68.	  +11.50	07:00'00	26/05	2000
	   69.	  +11.15	08:00'00	26/05	2000
	   70.	  +10.85	09:00'00	26/05	2000
	   71.	  +10.70	10:00'00	26/05	2000
	   72.	  +10.60	11:00'00	26/05	2000
	   73.	  +11.05	12:00'00	26/05	2000
	   74.	  +14.30	13:00'00	26/05	2000
	   75.	  +19.95	14:00'00	26/05	2000
	   76.	  +21.60	15:00'00	26/05	2000
	   77.	  +22.80	16:00'00	26/05	2000
