

      Hugrun h.f.					12/06 2000


      Data recordings from MS-110SH no. 008955



      Measuring site   :  Arnold's Cove Jan-June 2000




	    1.	   -1.90	12:00'00	10/01	2000
	    2.	   +0.40	13:00'00	10/01	2000
	    3.	   +5.45	14:00'00	10/01	2000
	    4.	   +9.05	15:00'00	10/01	2000
	    5.	  +11.55	16:00'00	10/01	2000
	    6.	  +13.40	17:00'00	10/01	2000
	    7.	  +14.70	18:00'00	10/01	2000
	    8.	  +15.70	19:00'00	10/01	2000
	    9.	  +16.55	20:00'00	10/01	2000
	   10.	  +17.20	21:00'00	10/01	2000
	   11.	  +17.65	22:00'00	10/01	2000
	   12.	  +17.95	23:00'00	10/01	2000
	   13.	  +18.15	00:00'00	11/01	2000
	   14.	  +18.35	01:00'00	11/01	2000
	   15.	  +18.50	02:00'00	11/01	2000
	   16.	  +18.50	03:00'00	11/01	2000
	   17.	  +18.55	04:00'00	11/01	2000
	   18.	  +18.50	05:00'00	11/01	2000
	   19.	  +18.50	06:00'00	11/01	2000
	   20.	  +18.40	07:00'00	11/01	2000
	   21.	  +18.35	08:00'00	11/01	2000
	   22.	  +18.40	09:00'00	11/01	2000
	   23.	  +18.55	10:00'00	11/01	2000
	   24.	  +18.65	11:00'00	11/01	2000
	   25.	  +18.75	12:00'00	11/01	2000
	   26.	  +18.90	13:00'00	11/01	2000
	   27.	  +19.00	14:00'00	11/01	2000
	   28.	  +19.10	15:00'00	11/01	2000
	   29.	  +19.20	16:00'00	11/01	2000
	   30.	  +19.35	17:00'00	11/01	2000
	   31.	  +19.40	18:00'00	11/01	2000
	   32.	  +19.50	19:00'00	11/01	2000
	   33.	  +19.65	20:00'00	11/01	2000
	   34.	  +19.70	21:00'00	11/01	2000
	   35.	  +19.75	22:00'00	11/01	2000
	   36.	  +19.80	23:00'00	11/01	2000
	   37.	  +19.75	00:00'00	12/01	2000
	   38.	  +19.65	01:00'00	12/01	2000
	   39.	  +19.65	02:00'00	12/01	2000
	   40.	  +19.65	03:00'00	12/01	2000
	   41.	  +19.55	04:00'00	12/01	2000
	   42.	  +19.50	05:00'00	12/01	2000
	   43.	  +19.35	06:00'00	12/01	2000
	   44.	  +19.25	07:00'00	12/01	2000
	   45.	  +19.15	08:00'00	12/01	2000
	   46.	  +19.10	09:00'00	12/01	2000
	   47.	  +19.15	10:00'00	12/01	2000
	   48.	  +19.20	11:00'00	12/01	2000
	   49.	  +19.30	12:00'00	12/01	2000
	   50.	  +19.45	13:00'00	12/01	2000
	   51.	  +19.55	14:00'00	12/01	2000
	   52.	  +19.65	15:00'00	12/01	2000
	   53.	  +19.75	16:00'00	12/01	2000
	   54.	  +19.85	17:00'00	12/01	2000
	   55.	  +19.95	18:00'00	12/01	2000
	   56.	  +20.05	19:00'00	12/01	2000
	   57.	  +20.15	20:00'00	12/01	2000
	   58.	  +20.15	21:00'00	12/01	2000
	   59.	  +20.15	22:00'00	12/01	2000
	   60.	  +20.10	23:00'00	12/01	2000
	   61.	  +19.90	00:00'00	13/01	2000
	   62.	  +19.85	01:00'00	13/01	2000
	   63.	  +19.70	02:00'00	13/01	2000
	   64.	  +19.60	03:00'00	13/01	2000
	   65.	  +19.45	04:00'00	13/01	2000
	   66.	  +19.30	05:00'00	13/01	2000
	   67.	  +19.20	06:00'00	13/01	2000
	   68.	  +19.10	07:00'00	13/01	2000
	   69.	  +19.05	08:00'00	13/01	2000
	   70.	  +19.00	09:00'00	13/01	2000
	   71.	  +19.10	10:00'00	13/01	2000
	   72.	  +19.15	11:00'00	13/01	2000
	   73.	  +19.20	12:00'00	13/01	2000
	   74.	  +19.30	13:00'00	13/01	2000
	   75.	  +19.40	14:00'00	13/01	2000
	   76.	  +19.50	15:00'00	13/01	2000
	   77.	  +19.60	16:00'00	13/01	2000
	   78.	  +19.65	17:00'00	13/01	2000
	   79.	  +19.75	18:00'00	13/01	2000
	   80.	  +19.80	19:00'00	13/01	2000
	   81.	  +19.90	20:00'00	13/01	2000
	   82.	  +19.95	21:00'00	13/01	2000
	   83.	  +19.90	22:00'00	13/01	2000
	   84.	  +19.80	23:00'00	13/01	2000
	   85.	  +19.70	00:00'00	14/01	2000
	   86.	  +19.65	01:00'00	14/01	2000
	   87.	  +19.55	02:00'00	14/01	2000
	   88.	  +19.45	03:00'00	14/01	2000
	   89.	  +19.30	04:00'00	14/01	2000
	   90.	  +19.15	05:00'00	14/01	2000
	   91.	  +19.10	06:00'00	14/01	2000
	   92.	  +18.95	07:00'00	14/01	2000
	   93.	  +18.85	08:00'00	14/01	2000
	   94.	  +18.80	09:00'00	14/01	2000
	   95.	  +18.95	10:00'00	14/01	2000
	   96.	  +19.00	11:00'00	14/01	2000
	   97.	  +19.10	12:00'00	14/01	2000
	   98.	  +19.20	13:00'00	14/01	2000
	   99.	  +19.40	14:00'00	14/01	2000
	  100.	  +19.55	15:00'00	14/01	2000
	  101.	  +19.70	16:00'00	14/01	2000
	  102.	  +19.85	17:00'00	14/01	2000
	  103.	  +19.95	18:00'00	14/01	2000
	  104.	  +20.00	19:00'00	14/01	2000
	  105.	  +20.10	20:00'00	14/01	2000
	  106.	  +20.10	21:00'00	14/01	2000
	  107.	  +20.00	22:00'00	14/01	2000
	  108.	  +19.95	23:00'00	14/01	2000
	  109.	  +19.85	00:00'00	15/01	2000
	  110.	  +19.70	01:00'00	15/01	2000
	  111.	  +19.65	02:00'00	15/01	2000
	  112.	  +19.45	03:00'00	15/01	2000
	  113.	  +19.30	04:00'00	15/01	2000
	  114.	  +19.20	05:00'00	15/01	2000
	  115.	  +19.10	06:00'00	15/01	2000
	  116.	  +19.00	07:00'00	15/01	2000
	  117.	  +18.85	08:00'00	15/01	2000
	  118.	  +18.80	09:00'00	15/01	2000
	  119.	  +18.90	10:00'00	15/01	2000
	  120.	  +19.00	11:00'00	15/01	2000
	  121.	  +19.10	12:00'00	15/01	2000
	  122.	  +19.15	13:00'00	15/01	2000
	  123.	  +19.25	14:00'00	15/01	2000
	  124.	  +19.35	15:00'00	15/01	2000
	  125.	  +19.45	16:00'00	15/01	2000
	  126.	  +19.50	17:00'00	15/01	2000
	  127.	  +19.60	18:00'00	15/01	2000
	  128.	  +19.65	19:00'00	15/01	2000
	  129.	  +19.65	20:00'00	15/01	2000
	  130.	  +19.70	21:00'00	15/01	2000
	  131.	  +19.65	22:00'00	15/01	2000
	  132.	  +19.60	23:00'00	15/01	2000
	  133.	  +19.40	00:00'00	16/01	2000
	  134.	  +19.30	01:00'00	16/01	2000
	  135.	  +19.15	02:00'00	16/01	2000
	  136.	  +19.00	03:00'00	16/01	2000
	  137.	  +18.80	04:00'00	16/01	2000
	  138.	  +18.70	05:00'00	16/01	2000
	  139.	  +18.55	06:00'00	16/01	2000
	  140.	  +18.50	07:00'00	16/01	2000
	  141.	  +18.35	08:00'00	16/01	2000
	  142.	  +18.35	09:00'00	16/01	2000
	  143.	  +18.50	10:00'00	16/01	2000
	  144.	  +18.60	11:00'00	16/01	2000
	  145.	  +18.70	12:00'00	16/01	2000
	  146.	  +18.80	13:00'00	16/01	2000
	  147.	  +18.90	14:00'00	16/01	2000
	  148.	  +19.00	15:00'00	16/01	2000
	  149.	  +19.10	16:00'00	16/01	2000
	  150.	  +19.10	17:00'00	16/01	2000
	  151.	  +19.20	18:00'00	16/01	2000
	  152.	  +19.25	19:00'00	16/01	2000
	  153.	  +19.35	20:00'00	16/01	2000
	  154.	  +19.40	21:00'00	16/01	2000
	  155.	  +19.35	22:00'00	16/01	2000
	  156.	  +19.25	23:00'00	16/01	2000
	  157.	  +19.20	00:00'00	17/01	2000
	  158.	  +19.10	01:00'00	17/01	2000
	  159.	  +19.00	02:00'00	17/01	2000
	  160.	  +18.90	03:00'00	17/01	2000
	  161.	  +18.75	04:00'00	17/01	2000
	  162.	  +18.65	05:00'00	17/01	2000
	  163.	  +18.60	06:00'00	17/01	2000
	  164.	  +18.50	07:00'00	17/01	2000
