Filename,Instr,PrimOSens,SecOSens,PrimSOC,SecSOC
20120001,,2549,2550,5.8726e-001,4.8174e-001,
20120005,,2549,2550,5.8726e-001,4.8174e-001,
20120007,,2549,2550,5.8726e-001,4.8174e-001,
20120012,,2549,2550,5.8726e-001,4.8174e-001,
20120015,,2549,2550,5.8726e-001,4.8174e-001,
20120016,,2549,2550,5.8726e-001,4.8174e-001,
20120017,,2549,2550,5.8726e-001,4.8174e-001,
20120018,,2549,2550,5.8726e-001,4.8174e-001,
20120019,,2549,2550,5.8726e-001,4.8174e-001,
20120020,,2549,2550,5.8726e-001,4.8174e-001,
20120021,,2549,2550,5.8726e-001,4.8174e-001,
20120022,,2549,2550,5.8726e-001,4.8174e-001,
20120023,,2549,2550,5.8726e-001,4.8174e-001,
20120024,,2549,2550,5.8726e-001,4.8174e-001,
20120025,,2549,2550,5.8726e-001,4.8174e-001,
20120026,,2549,2550,5.8726e-001,4.8174e-001,
20120027,,2549,2550,5.8726e-001,4.8174e-001,
20120028,,2549,2550,5.8726e-001,4.8174e-001,
20120029,,2549,2550,5.8726e-001,4.8174e-001,
20120030,,2549,2550,5.8726e-001,4.8174e-001,
20120031,,2549,2550,5.8726e-001,4.8174e-001,
20120032,,2549,2550,5.8726e-001,4.8174e-001,
20120033,,2549,2550,5.8726e-001,4.8174e-001,
20120034,,2549,2550,5.8726e-001,4.8174e-001,
20120035,,2549,2550,5.8726e-001,4.8174e-001,
20120047,,2549,2550,5.8726e-001,4.8174e-001,
20120048,,2549,2550,5.8726e-001,4.8174e-001,
20120049,,2549,2550,5.8726e-001,4.8174e-001,
20120050,,2549,2550,5.8726e-001,4.8174e-001,
20120051,,2549,2550,5.8726e-001,4.8174e-001,
20120052,,2549,2550,5.8726e-001,4.8174e-001,
20120053,,2549,2550,5.8726e-001,4.8174e-001,
20120054,,2549,2550,5.8726e-001,4.8174e-001,
20120055,,2549,2550,5.8726e-001,4.8174e-001,
20120056,,2549,2550,5.8726e-001,4.8174e-001,
20120057,,2549,2550,5.8726e-001,4.8174e-001,
20120058,,2549,2550,5.8726e-001,4.8174e-001,
20120059,,2549,2550,5.8726e-001,4.8174e-001,
20120060,,2549,2550,5.8726e-001,4.8174e-001,
20120061,,2549,2550,5.8726e-001,4.8174e-001,
20120062,,2549,2550,5.8726e-001,4.8174e-001,
20120063,,2549,2550,5.8726e-001,4.8174e-001,
20120064,,2549,2550,5.8726e-001,4.8174e-001,
20120065,,2549,2550,5.8726e-001,4.8174e-001,
20120066,,2549,2550,5.8726e-001,4.8174e-001,
20120067,,2549,2550,5.8726e-001,4.8174e-001,
20120068,,2549,2550,5.8726e-001,4.8174e-001,
20120069,,2549,2550,5.8726e-001,4.8174e-001,
20120070,,2549,2550,5.8726e-001,4.8174e-001,
20120071,,2549,2550,5.8726e-001,4.8174e-001,
20120072,,2549,2550,5.8726e-001,4.8174e-001,
20120073,,2549,2550,5.8726e-001,4.8174e-001,
20120074,,2549,2550,5.8726e-001,4.8174e-001,
20120075,,2549,2550,5.8726e-001,4.8174e-001,
20120076,,2549,2550,5.8726e-001,4.8174e-001,
20120077,,2549,2550,5.8726e-001,4.8174e-001,
20120078,,2549,2550,5.8726e-001,4.8174e-001,
20120079,,2549,2550,5.8726e-001,4.8174e-001,
20120080,,2549,2550,5.8726e-001,4.8174e-001,
20120081,,2549,2550,5.8726e-001,4.8174e-001,
20120082,,2549,2550,5.8726e-001,4.8174e-001,
20120083,,2549,2550,5.8726e-001,4.8174e-001,
20120086,,2549,2550,5.8726e-001,4.8174e-001,
20120087,,2549,2550,5.8726e-001,4.8174e-001,
20120088,,2549,2550,5.8726e-001,4.8174e-001,
20120089,,2549,2550,5.8726e-001,4.8174e-001,
20120090,,2549,2550,5.8726e-001,4.8174e-001,
20120091,,2549,2550,5.8726e-001,4.8174e-001,
20120092,,2549,2550,5.8726e-001,4.8174e-001,
20120093,,2549,2550,5.8726e-001,4.8174e-001,
20120094,,2549,2550,5.8726e-001,4.8174e-001,
20120095,,2549,2550,5.8726e-001,4.8174e-001,
20120096,,2549,2550,5.8726e-001,4.8174e-001,
20120097,,2549,2550,5.8726e-001,4.8174e-001,
20120098,,2549,2550,5.8726e-001,4.8174e-001,
20120099,,2549,2550,5.8726e-001,4.8174e-001,
20120100,,2549,2550,5.8726e-001,4.8174e-001,
20120108,,2549,2550,5.8726e-001,4.8174e-001,
20120109,,2549,2550,5.8726e-001,4.8174e-001,
20120110,,2549,2550,5.8726e-001,4.8174e-001,
20120111,,2549,2550,5.8726e-001,4.8174e-001,
