Filename,ID,Cruise ID,Ship,Trip,Station,Latitude,Longitude,Datetime,SerialNumber,Sounder Depth,Sample Size,Comments
20004072.cnv,20004072,20004,20,004,072,47.0,-52.83,2000-11-07 18:49:00, S0277, 0102,,    FC-01
20004073.cnv,20004073,20004,20,004,073,47.18,-52.71,2000-11-07 20:30:00, XBT07, 0155,,  FC-S27-01
20004074.cnv,20004074,20004,20,004,074,47.38,-52.58,2000-11-07 21:31:00, XBT07, 0160,,  FC-S27-02
20004075.cnv,20004075,20004,20,004,075,47.55,-52.59,2000-11-07 23:03:00, S0277, 0176,,    STN-27
20004076.cnv,20004076,20004,20,004,076,47.83,-52.59,2000-11-08 00:59:00, XBT07, 0179,,  S27-BB1-01
20004077.cnv,20004077,20004,20,004,077,48.04,-52.59,2000-11-08 02:00:00, XBT07, 0181,,  S27-BB1-02
20004078.cnv,20004078,20004,20,004,078,48.24,-52.59,2000-11-08 03:00:00, XBT07, 0192,,  S27-BB1-03
20004079.cnv,20004079,20004,20,004,079,48.45,-52.6,2000-11-08 04:00:00, XBT07, 0215,,  S27-BB1-04
20004080.cnv,20004080,20004,20,004,080,48.61,-52.8,2000-11-08 05:00:00, XBT07, 0111,,  S27-BB1-05
20004081.cnv,20004081,20004,20,004,081,48.73,-52.97,2000-11-08 05:57:00, S0277, 0098,,    BB-01
20004082.cnv,20004082,20004,20,004,082,48.8,-52.75,2000-11-08 07:51:00, S0277, 0176,,    BB-02
20004083.cnv,20004083,20004,20,004,083,48.83,-52.65,2000-11-08 08:49:00, S0277, 0250,,    BB-03
20004084.cnv,20004084,20004,20,004,084,48.92,-52.4,2000-11-08 12:22:00, S0277, 0352,,    BB-04
20004085.cnv,20004085,20004,20,004,085,49.02,-52.07,2000-11-08 14:49:00, S0277, 0290,,    BB-05
20004086.cnv,20004086,20004,20,004,086,49.1,-51.83,2000-11-08 17:35:00, S0277, 0293,,    BB-06
20004087.cnv,20004087,20004,20,004,087,49.19,-51.54,2000-11-08 19:20:00, S0277, 0315,,    BB-07
20004088.cnv,20004088,20004,20,004,088,49.28,-51.28,2000-11-08 21:27:00, S0277, 0325,,    BB-08
20004089.cnv,20004089,20004,20,004,089,49.37,-51.02,2000-11-09 00:15:00, S0277, 0336,,    BB-09
20004090.cnv,20004090,20004,20,004,090,49.52,-50.53,2000-11-09 02:42:00, S0277, 0332,,    BB-10
20004091.cnv,20004091,20004,20,004,091,49.68,-50.02,2000-11-09 05:57:00, S0277, 0596,,    BB-11
20004092.cnv,20004092,20004,20,004,092,49.85,-49.5,2000-11-09 08:53:00, S0277, 1358,,    BB-12
20004093.cnv,20004093,20004,20,004,093,50.0,-49.0,2000-11-09 13:07:00, S0277, 1848,,    BB-13
20004094.cnv,20004094,20004,20,004,094,50.15,-48.47,2000-11-09 16:43:00, S0277, 2300,,    BB-14
20004095.cnv,20004095,20004,20,004,095,49.68,-48.51,2000-11-09 20:30:00, XBT07, 2336,,  BB-S27-01
20004096.cnv,20004096,20004,20,004,096,49.24,-48.55,2000-11-09 22:32:00, XBT07, 2100,,  BB-S27-02
20004097.cnv,20004097,20004,20,004,097,48.8,-48.59,2000-11-10 00:31:00, XBT07, 2100,,  BB-S27-03
20004098.cnv,20004098,20004,20,004,098,48.4,-48.62,2000-11-10 02:40:00, S0277, 1410,,    S27-18
20004099.cnv,20004099,20004,20,004,099,48.35,-48.85,2000-11-10 04:38:00, S0277, 1154,,    S27-17
20004100.cnv,20004100,20004,20,004,100,48.29,-49.08,2000-11-10 07:01:00, S0277, 0429,,    S27-16
20004101.cnv,20004101,20004,20,004,101,48.24,-49.31,2000-11-10 08:18:00, S0277, 0278,,    S27-15
20004102.cnv,20004102,20004,20,004,102,48.19,-49.55,2000-11-10 10:13:00, S0277, 0223,,    S27-14
20004103.cnv,20004103,20004,20,004,103,48.14,-49.78,2000-11-10 11:36:00, S0277, 0204,,    S27-13
20004104.cnv,20004104,20004,20,004,104,48.09,-50.02,2000-11-10 13:31:00, S0277, 0165,,    S27-12
20004105.cnv,20004105,20004,20,004,105,48.04,-50.25,2000-11-10 14:52:00, S0277, 0150,,    S27-11
20004106.cnv,20004106,20004,20,004,106,47.99,-50.48,2000-11-10 16:37:00, S0277, 0135,,    S27-10
20004107.cnv,20004107,20004,20,004,107,47.94,-50.72,2000-11-10 17:56:00, S0277, 0113,,    S27-09
20004108.cnv,20004108,20004,20,004,108,47.89,-50.95,2000-11-10 19:35:00, S0277, 0124,,    S27-08
20004109.cnv,20004109,20004,20,004,109,47.84,-51.19,2000-11-10 20:55:00, S0277, 0177,,    S27-07
20004110.cnv,20004110,20004,20,004,110,47.79,-51.42,2000-11-10 22:47:00, S0277, 0138,,    S27-06
20004111.cnv,20004111,20004,20,004,111,47.74,-51.65,2000-11-11 00:12:00, S0277, 0159,,    S27-05
20004112.cnv,20004112,20004,20,004,112,47.68,-51.88,2000-11-11 02:02:00, S0277, 0183,,    S27-04
20004113.cnv,20004113,20004,20,004,113,47.63,-52.12,2000-11-11 03:25:00, S0277, 0168,,    S27-03
20004114.cnv,20004114,20004,20,004,114,47.58,-52.35,2000-11-11 05:15:00, S0277, 0164,,    S27-02
20004115.cnv,20004115,20004,20,004,115,47.55,-52.59,2000-11-11 06:39:00, S0277, 0176,,    STATION 27
20111001.cnv,20111001,20111,20,111,001,47.55,-52.59,2011-11-20 22:56:00, S0344, 0176,,  STN-27
20111002.cnv,20111002,20111,20,111,002,48.06,-52.51,2011-11-21 03:06:00, XBT06, 0350,,  ST27-SI01-01
20111003.cnv,20111003,20111,20,111,003,48.63,-52.74,2011-11-21 06:05:00, XBT06, 0258,,  ST27-SI01-02
20111004.cnv,20111004,20111,20,111,004,49.21,-52.88,2011-11-21 09:01:00, XBT06, 0321,,  ST27-SI01-03
20111005.cnv,20111005,20111,20,111,005,49.79,-53.02,2011-11-21 12:10:00, XBT07, 0309,,  ST27-SI01-04
20111006.cnv,20111006,20111,20,111,006,50.3,-53.4,2011-11-21 15:08:00, XBT06, 0286,,  ST27-SI01-05
20111007.cnv,20111007,20111,20,111,007,50.68,-53.77,2011-11-21 18:15:00, XBT06, 0292,,  ST27-SI01-06
20111008.cnv,20111008,20111,20,111,008,51.04,-53.95,2011-11-21 21:03:00, XBT10, 0222,,  ST27-SI01-07
20111009.cnv,20111009,20111,20,111,009,51.36,-54.19,2011-11-21 23:55:00, XBT06, 0270,,  ST27-SI01-08
20111010.cnv,20111010,20111,20,111,010,51.69,-54.44,2011-11-22 02:57:00, XBT06, 0250,,  ST27-SI01-09
20111011.cnv,20111011,20111,20,111,011,52.05,-54.73,2011-11-22 06:02:00, XBT10, 0190,,  ST27-SI01-10
20111012.cnv,20111012,20111,20,111,012,52.49,-55.07,2011-11-22 09:01:00, XBT10, 0198,,  ST27-SI01-11
20111013.cnv,20111013,20111,20,111,013,53.0,-55.47,2011-11-22 12:03:00, XBT10, 0146,,  ST27-SI01-12
20111014.cnv,20111014,20111,20,111,014,53.23,-55.65,2011-11-22 13:50:00, S0344, 0064,,  SI-01
20111015.cnv,20111015,20111,20,111,015,53.33,-55.5,2011-11-22 15:00:00, S0344, 0129,,  SI-02
20111016.cnv,20111016,20111,20,111,016,53.41,-55.36,2011-11-22 16:47:00, S0344, 0156,,  SI-03
20111017.cnv,20111017,20111,20,111,017,53.53,-55.15,2011-11-22 18:13:00, S0344, 0203,,  SI-04
20111018.cnv,20111018,20111,20,111,018,53.62,-55.0,2011-11-22 19:56:00, S0344, 0292,,  SI-05
20111019.cnv,20111019,20111,20,111,019,53.76,-54.78,2011-11-22 21:24:00, S0344, 0166,,  SI-06
20111020.cnv,20111020,20111,20,111,020,53.92,-54.5,2011-11-22 23:42:00, S0344, 0166,,  SI-07
20111021.cnv,20111021,20111,20,111,021,54.08,-54.22,2011-11-23 01:20:00, S0344, 0188,,  SI-08
20111022.cnv,20111022,20111,20,111,022,54.2,-54.0,2011-11-23 03:46:00, S0344, 0213,,  SI-09
20111023.cnv,20111023,20111,20,111,023,54.35,-53.73,2011-11-23 05:38:00, S0344, 0236,,  SI-10
20111024.cnv,20111024,20111,20,111,024,54.5,-53.5,2011-11-23 07:49:00, S0344, 0321,,  SI-11
20111025.cnv,20111025,20111,20,111,025,54.63,-53.25,2011-11-23 09:13:00, S0344, 0690,,  SI-12
20111026.cnv,20111026,20111,20,111,026,54.78,-53.0,2011-11-23 13:13:00, S0344, 1057,,  SI-13
20111027.cnv,20111027,20111,20,111,027,55.07,-52.5,2011-11-23 16:27:00, S0344, 2650,,  SI-14
20111028.cnv,20111028,20111,20,111,028,54.31,-51.74,2011-11-23 22:08:00, XBT05, 2600,,  SI14-BB15-01
20111029.cnv,20111029,20111,20,111,029,53.57,-51.01,2011-11-24 02:00:00, XBT05, 2800,,  SI14-BB15-02
20111030.cnv,20111030,20111,20,111,030,52.81,-50.27,2011-11-24 06:03:00, XBT05, 3000,,  SI14-BB15-03
20111031.cnv,20111031,20111,20,111,031,52.1,-49.59,2011-11-24 10:06:00, XBT05, 3000,,  SI14-BB15-04
20111032.cnv,20111032,20111,20,111,032,51.37,-48.9,2011-11-24 14:03:00, XBT05, 2000,,  SI14-BB15-05
20111033.cnv,20111033,20111,20,111,033,50.33,-47.95,2011-11-24 19:30:00, S0344, 2663,,  BB-15
20111034.cnv,20111034,20111,20,111,034,50.18,-48.47,2011-11-24 22:56:00, S0344, 2300,,  BB-14
20111035.cnv,20111035,20111,20,111,035,50.0,-49.0,2011-11-25 05:02:00, S0344, 1800,,  BB-13
20111036.cnv,20111036,20111,20,111,036,49.85,-49.5,2011-11-25 08:22:00, S0344, 1340,,  BB-12
20111037.cnv,20111037,20111,20,111,037,49.68,-50.02,2011-11-25 13:28:00, S0344, 0610,,  BB-11
20111038.cnv,20111038,20111,20,111,038,49.52,-50.53,2011-11-25 16:22:00, S0344, 0332,,  BB-10
20111039.cnv,20111039,20111,20,111,039,49.37,-51.02,2011-11-25 19:21:00, S0344, 0337,,  BB-09
20111040.cnv,20111040,20111,20,111,040,49.28,-51.28,2011-11-25 20:56:00, S0344, 0323,,  BB-08
20111041.cnv,20111041,20111,20,111,041,49.19,-51.54,2011-11-25 23:18:00, S0344, 0313,,  BB-07
20111042.cnv,20111042,20111,20,111,042,49.1,-51.83,2011-11-26 00:57:00, S0344, 0290,,  BB-06
20111043.cnv,20111043,20111,20,111,043,49.02,-52.07,2011-11-26 03:08:00, S0344, 0291,,  BB-05
20111044.cnv,20111044,20111,20,111,044,48.92,-52.4,2011-11-26 04:55:00, S0344, 0350,,  BB-04
20111045.cnv,20111045,20111,20,111,045,48.83,-52.65,2011-11-26 07:54:00, S0344, 0250,,  BB-03
20111046.cnv,20111046,20111,20,111,046,48.8,-52.75,2011-11-26 09:15:00, S0344, 0181,,  BB-02
20111047.cnv,20111047,20111,20,111,047,48.73,-52.97,2011-11-26 10:46:00, S0344, 0099,,  BB-01
20111048.cnv,20111048,20111,20,111,048,48.35,-52.7,2011-11-26 13:33:00, XBT10, 0215,,  BB01-STJONS-01
20111049.cnv,20111049,20111,20,111,049,47.93,-52.61,2011-11-26 15:29:00, XBT10, 0204,,  BB01-STJONS-02
20111050.cnv,20111050,20111,20,111,050,47.55,-52.59,2011-11-26 21:19:00, S0344, 0176,,  STN-27
20111051.cnv,20111051,20111,20,111,051,47.26,-52.63,2011-11-26 23:16:00, XBT10, 0147,,  S27-FC1-01
20111052.cnv,20111052,20111,20,111,052,47.0,-52.83,2011-11-27 01:10:00, S0344, 0102,,  FC-01
20111053.cnv,20111053,20111,20,111,053,47.0,-52.7,2011-11-27 02:50:00, S0344, 0183,,  FC-02
20111054.cnv,20111054,20111,20,111,054,47.0,-52.58,2011-11-27 03:54:00, S0344, 0154,,  FC-03
20111055.cnv,20111055,20111,20,111,055,47.0,-52.32,2011-11-27 06:08:00, S0344, 0123,,  FC-04
20111056.cnv,20111056,20111,20,111,056,47.0,-52.03,2011-11-27 07:50:00, S0344, 0137,,  FC-05
20111057.cnv,20111057,20111,20,111,057,47.0,-51.48,2011-11-27 10:41:00, S0344, 0100,,  FC-06
20111058.cnv,20111058,20111,20,111,058,47.0,-51.0,2011-11-27 12:43:00, S0344, 0104,,  FC-07
20111059.cnv,20111059,20111,20,111,059,47.0,-50.67,2011-11-27 14:42:00, S0344, 0171,,  FC-08
20111060.cnv,20111060,20111,20,111,060,47.0,-50.0,2011-11-27 17:15:00, S0344, 0082,,  FC-09
20111061.cnv,20111061,20111,20,111,061,47.0,-49.12,2011-11-27 21:08:00, S0344, 0078,,  FC-10
20111062.cnv,20111062,20111,20,111,062,47.0,-48.62,2011-11-27 23:22:00, S0344, 0102,,  FC-11
20111063.cnv,20111063,20111,20,111,063,47.0,-48.12,2011-11-28 01:25:00, S0344, 0132,,  FC-12
20111064.cnv,20111064,20111,20,111,064,47.0,-47.82,2011-11-28 03:20:00, S0344, 0164,,  FC-13
20111065.cnv,20111065,20111,20,111,065,47.0,-47.5,2011-11-28 04:51:00, S0344, 0212,,  FC-14
20111066.cnv,20111066,20111,20,111,066,47.0,-47.25,2011-11-28 07:38:00, S0344, 0548,,  FC-15
20111067.cnv,20111067,20111,20,111,067,47.0,-47.17,2011-11-28 09:01:00, S0344, 0880,,  FC-16
20111068.cnv,20111068,20111,20,111,068,47.0,-47.02,2011-11-28 10:31:00, S0344, 1150,,  FC-17
20111069.cnv,20111069,20111,20,111,069,47.0,-46.83,2011-11-28 14:24:00, S0344, 1189,,  FC-18
20111070.cnv,20111070,20111,20,111,070,47.0,-46.67,2011-11-28 16:16:00, S0344, 0912,,  FC-19
20111071.cnv,20111071,20111,20,111,071,47.0,-46.48,2011-11-28 17:40:00, S0344, 0348,,  FC-20
20111072.cnv,20111072,20111,20,111,072,47.0,-46.02,2011-11-28 20:47:00, S0344, 0303,,  FC-21
20111073.cnv,20111073,20111,20,111,073,47.0,-45.73,2011-11-28 22:30:00, S0344, 0274,,  FC-22
20111074.cnv,20111074,20111,20,111,074,47.0,-45.5,2011-11-28 23:45:00, S0344, 0249,,  FC-23
20111075.cnv,20111075,20111,20,111,075,47.0,-45.21,2011-11-29 01:09:00, S0344, 0167,,  FC-24
20111076.cnv,20111076,20111,20,111,076,47.0,-44.99,2011-11-29 02:45:00, S0344, 0148,,  FC-25
20111077.cnv,20111077,20111,20,111,077,47.0,-44.77,2011-11-29 03:56:00, S0344, 0148,,  FC-26
20111078.cnv,20111078,20111,20,111,078,47.0,-44.58,2011-11-29 22:36:00, S0344, 0133,,  FC-27
20111079.cnv,20111079,20111,20,111,079,47.0,-44.43,2011-11-29 23:36:00, S0344, 0148,,  FC-28
20111080.cnv,20111080,20111,20,111,080,47.0,-44.23,2011-11-30 00:40:00, S0344, 0272,,  FC-29
20111081.cnv,20111081,20111,20,111,081,47.0,-44.08,2011-11-30 02:25:00, S0344, 0326,,  FC-30
20111082.cnv,20111082,20111,20,111,082,47.0,-43.83,2011-11-30 03:53:00, S0344, 0560,,  FC-31
20111083.cnv,20111083,20111,20,111,083,47.0,-43.4,2011-11-30 08:01:00, S0344, 1214,,  FC-33
20111084.cnv,20111084,20111,20,111,084,47.0,-43.0,2011-11-30 10:55:00, S0344, 3500,,  FC-35
20111085.cnv,20111085,20111,20,111,085,47.0,-42.5,2011-11-30 16:02:00, S0344, 3764,,  FC-37
20111086.cnv,20111086,20111,20,111,086,47.0,-42.0,2011-11-30 19:50:00, S0344, 4236,,  FC-38
20111087.cnv,20111087,20111,20,111,087,46.39,-42.75,2011-12-01 01:59:00, XBT05, 4000,,  FC38-SEGB21-01
20111088.cnv,20111088,20111,20,111,088,45.79,-43.48,2011-12-01 06:03:00, XBT05, 4200,,  FC38-SEGB21-02
20111089.cnv,20111089,20111,20,111,089,45.15,-44.25,2011-12-01 10:03:00, XBT05, 4300,,  FC38-SEGB21-03
20111090.cnv,20111090,20111,20,111,090,44.48,-45.04,2011-12-01 14:00:00, XBT05, 4300,,  FC38-SEGB21-04
20111091.cnv,20111091,20111,20,111,091,43.86,-45.77,2011-12-01 17:59:00, XBT05, 4000,,  FC38-SEGB21-05
20111092.cnv,20111092,20111,20,111,092,43.24,-46.5,2011-12-01 21:59:00, XBT05, 3500,,  FC38-SEGB21-06
20111093.cnv,20111093,20111,20,111,093,42.59,-47.24,2011-12-02 01:54:00, XBT05, 3500,,  FC38-SEGB21-07
20111094.cnv,20111094,20111,20,111,094,41.99,-47.93,2011-12-02 05:59:00, XBT05, 3000,,  FC38-SEGB21-08
20111095.cnv,20111095,20111,20,111,095,41.33,-48.67,2011-12-02 12:16:00, S0344, 3471,,  SEGB-21
20111096.cnv,20111096,20111,20,111,096,41.7,-48.95,2011-12-02 16:29:00, S0344, 3325,,  SEGB-20
20111097.cnv,20111097,20111,20,111,097,42.08,-49.27,2011-12-02 20:41:00, S0344, 3215,,  SEGB-19
20111098.cnv,20111098,20111,20,111,098,42.4,-49.52,2011-12-03 01:57:00, S0344, 2907,,  SEGB-18
20111099.cnv,20111099,20111,20,111,099,42.59,-49.68,2011-12-03 05:01:00, S0344, 2550,,  SEGB-17
20111100.cnv,20111100,20111,20,111,100,42.77,-49.83,2011-12-03 10:16:00, S0344, 1494,,  SEGB-16
20111101.cnv,20111101,20111,20,111,101,42.85,-49.89,2011-12-03 12:34:00, S0344, 0398,,  SEGB-15
20111102.cnv,20111102,20111,20,111,102,42.92,-49.94,2011-12-03 14:33:00, S0344, 0170,,  SEGB-14
20111103.cnv,20111103,20111,20,111,103,43.2,-50.17,2011-12-03 16:47:00, S0344, 0067,,  SEGB-13
20111104.cnv,20111104,20111,20,111,104,43.63,-50.52,2011-12-04 16:17:00, S0344, 0066,,  SEGB-12
20111105.cnv,20111105,20111,20,111,105,44.0,-50.81,2011-12-04 23:07:00, S0344, 0070,,  SEGB-11
20111106.cnv,20111106,20111,20,111,106,44.36,-51.1,2011-12-05 04:08:00, S0344, 0072,,  SEGB-10
20111107.cnv,20111107,20111,20,111,107,44.73,-51.4,2011-12-05 06:42:00, S0344, 0070,,  SEGB-09
20111108.cnv,20111108,20111,20,111,108,45.09,-51.7,2011-12-05 09:51:00, S0344, 0071,,  SEGB-08
20111109.cnv,20111109,20111,20,111,109,45.46,-52.0,2011-12-05 12:26:00, S0344, 0080,,  SEGB-07
20111110.cnv,20111110,20111,20,111,110,45.79,-52.27,2011-12-05 15:01:00, S0344, 0081,,  SEGB-06
20111111.cnv,20111111,20111,20,111,111,46.07,-52.5,2011-12-05 16:55:00, S0344, 0086,,  SEGB-05
20111112.cnv,20111112,20111,20,111,112,46.21,-52.61,2011-12-05 18:26:00, S0344, 0124,,  SEGB-04
20111113.cnv,20111113,20111,20,111,113,46.35,-52.73,2011-12-05 19:40:00, S0344, 0169,,  SEGB-03
20111114.cnv,20111114,20111,20,111,114,46.5,-52.85,2011-12-05 21:40:00, S0344, 0178,,  SEGB-02
20111115.cnv,20111115,20111,20,111,115,46.58,-52.93,2011-12-05 22:45:00, S0344, 0052,,  SEGB-01
20111116.cnv,20111116,20111,20,111,116,46.54,-53.48,2011-12-06 00:59:00, XBT10, 0063,,  SEGB1-SPB1-01
20111117.cnv,20111117,20111,20,111,117,46.6,-54.05,2011-12-06 02:59:00, XBT10, 0084,,  SEGB1-SPB1-02
20111118.cnv,20111118,20111,20,111,118,46.66,-54.61,2011-12-06 04:59:00, XBT10, 0166,,  SEGB1-SPB1-03
20111119.cnv,20111119,20111,20,111,119,46.73,-55.23,2011-12-06 06:59:00, XBT10, 0182,,  SEGB1-SPB1-04
20111120.cnv,20111120,20111,20,111,120,46.77,-55.62,2011-12-06 08:44:00, S0344, 0095,,  SWSPB-01
20111121.cnv,20111121,20111,20,111,121,46.5,-56.03,2011-12-06 11:14:00, S0344, 0143,,  SWSPB-02
20111122.cnv,20111122,20111,20,111,122,46.18,-56.51,2011-12-06 14:48:00, S0344, 0058,,  SWSPB-03
20111123.cnv,20111123,20111,20,111,123,45.94,-56.88,2011-12-06 17:12:00, S0344, 0075,,  SWSPB-04
20111124.cnv,20111124,20111,20,111,124,45.85,-57.02,2011-12-06 19:13:00, S0344, 0372,,  SESPB-05
20111125.cnv,20111125,20111,20,111,125,45.62,-57.38,2011-12-06 21:52:00, S0344, 0447,,  SWSPB-06
20111126.cnv,20111126,20111,20,111,126,45.36,-56.94,2011-12-07 01:01:00, XBT06, 0413,,  WSPB6-ESPB9-01
20111127.cnv,20111127,20111,20,111,127,45.08,-56.47,2011-12-07 03:01:00, XBT06, 0392,,  WSPB6-ESPB9-02
20111128.cnv,20111128,20111,20,111,128,44.83,-56.04,2011-12-07 05:03:00, XBT05, 0793,,  WSPB6-ESPB9-03
20111129.cnv,20111129,20111,20,111,129,44.56,-55.59,2011-12-07 07:06:00, XBT05, 1897,,  WSPB6-ESPB9-04
20111130.cnv,20111130,20111,20,111,130,44.33,-55.21,2011-12-07 09:03:00, XBT05, 3000,,  WSPB6-ESPB9-05
20111131.cnv,20111131,20111,20,111,131,44.07,-54.78,2011-12-07 12:14:00, S0344, 3260,,  SESPB-09
20111132.cnv,20111132,20111,20,111,132,44.43,-54.89,2011-12-07 16:35:00, S0344, 2236,,  SESPB-08
20111133.cnv,20111133,20111,20,111,133,44.81,-55.01,2011-12-07 22:12:00, S0344, 1992,,  SESPB-07
20111134.cnv,20111134,20111,20,111,134,44.99,-55.07,2011-12-08 00:49:00, S0344, 0970,,  SESPB-06
20111135.cnv,20111135,20111,20,111,135,45.11,-55.11,2011-12-08 03:49:00, S0344, 0178,,  SESPB-05
20111136.cnv,20111136,20111,20,111,136,45.59,-55.26,2011-12-08 07:06:00, S0344, 0154,,  SESPB-04
20111137.cnv,20111137,20111,20,111,137,46.08,-55.4,2011-12-08 10:31:00, S0344, 0100,,  SESPB-03
20111138.cnv,20111138,20111,20,111,138,46.44,-55.51,2011-12-08 13:05:00, S0344, 0151,,  SESPB-02
20111139.cnv,20111139,20111,20,111,139,47.55,-52.59,2011-12-09 12:21:00, S0344, 0176,,  STATION 27
20111140.cnv,20111140,20111,20,111,140,47.58,-52.35,2011-12-09 13:49:00, S0344, 0168,,  S27-02
20111141.cnv,20111141,20111,20,111,141,47.63,-52.12,2011-12-09 14:57:00, S0344, 0167,,  S27-03
20111142.cnv,20111142,20111,20,111,142,47.68,-51.88,2011-12-08 16:49:00, S0344, 0183,,  S27-04
20111143.cnv,20111143,20111,20,111,143,47.74,-51.65,2011-12-09 18:05:00, S0344, 0159,,  S27-05
20111144.cnv,20111144,20111,20,111,144,47.79,-51.42,2011-12-09 19:52:00, S0344, 0140,,  ST27-06
20111145.cnv,20111145,20111,20,111,145,47.84,-51.19,2011-12-09 21:09:00, S0344, 0173,,  S27-07
20111146.cnv,20111146,20111,20,111,146,47.89,-50.95,2011-12-09 22:58:00, S0344, 0125,,  S27-08
20111147.cnv,20111147,20111,20,111,147,47.94,-50.72,2011-12-10 00:14:00, S0344, 0114,,  S27-09
20111148.cnv,20111148,20111,20,111,148,47.55,-52.59,2011-12-10 10:23:00, S0344, 0176,,  STATION 27
20112001.cnv,20112001,20112,20,112,001,47.55,-52.59,2012-11-20 00:49:00, S0344, 0176,,  STATION 27
20112002.cnv,20112002,20112,20,112,002,48.18,-52.66,2012-11-20 06:05:00, XBT10, 0168,,  S27-SI01-01
20112003.cnv,20112003,20112,20,112,003,48.73,-52.78,2012-11-20 08:57:00, XBT10, 0138,,  S27-SI01-02
20112004.cnv,20112004,20112,20,112,004,49.29,-52.9,2012-11-20 11:59:00, XBT06, 0270,,  S27-SI01-03
20112005.cnv,20112005,20112,20,112,005,49.82,-53.04,2012-11-20 14:58:00, XBT06, 0345,,  S27-SI01-04
20112006.cnv,20112006,20112,20,112,006,50.26,-53.37,2012-11-20 18:01:00, XBT06, 0340,,  S27-SI01-05
20112007.cnv,20112007,20112,20,112,007,50.66,-53.67,2012-11-20 21:05:00, XBT06, 0270,,  S27-SI01-06
20112008.cnv,20112008,20112,20,112,008,51.01,-53.92,2012-11-20 23:59:00, XBT06, 0198,,  S27-SI01-07
20112009.cnv,20112009,20112,20,112,009,51.42,-54.24,2012-11-21 03:07:00, XBT06, 0282,,  S27-SI01-08
20112010.cnv,20112010,20112,20,112,010,51.87,-54.58,2012-11-21 06:09:00, XBT06, 0245,,  S27-SI01-09
20112011.cnv,20112011,20112,20,112,011,52.31,-54.92,2012-11-21 08:57:00, XBT10, 0190,,  S27-SI01-10
20112012.cnv,20112012,20112,20,112,012,52.8,-55.31,2012-11-21 11:53:00, XBT10, 0148,,  S27-SI01-11
20112013.cnv,20112013,20112,20,112,013,53.23,-55.65,2012-11-21 14:41:00, S0344, 0064,,  SI-01
20112014.cnv,20112014,20112,20,112,014,53.33,-55.5,2012-11-21 16:19:00, S0344, 0131,,  SI-02
20112015.cnv,20112015,20112,20,112,015,53.41,-55.36,2012-11-21 18:16:00, S0344, 0160,,  SI-03
20112016.cnv,20112016,20112,20,112,016,53.53,-55.15,2012-11-21 19:35:00, S0344, 0202,,  SI-04
20112017.cnv,20112017,20112,20,112,017,53.62,-55.0,2012-11-21 21:33:00, S0344, 0292,,  SI-05
20112018.cnv,20112018,20112,20,112,018,53.76,-54.78,2012-11-21 23:15:00, S0344, 0166,,  SI-06
20112019.cnv,20112019,20112,20,112,019,53.92,-54.5,2012-11-22 01:52:00, S0344, 0170,,  SI-07
20112020.cnv,20112020,20112,20,112,020,54.08,-54.22,2012-11-22 03:21:00, S0344, 0190,,  SI-08
20112021.cnv,20112021,20112,20,112,021,54.2,-54.0,2012-11-22 05:57:00, S0344, 0212,,  SI-09
20112022.cnv,20112022,20112,20,112,022,54.35,-53.73,2012-11-22 07:44:00, S0344, 0235,,  SI-10
20112023.cnv,20112023,20112,20,112,023,54.5,-53.5,2012-11-22 09:45:00, S0344, 0310,,  SI-11
20112024.cnv,20112024,20112,20,112,024,54.63,-53.25,2012-11-22 11:14:00, S0344, 0675,,  SI-12
20112025.cnv,20112025,20112,20,112,025,54.78,-53.0,2012-11-22 15:39:00, S0344, 1057,,  SI-13
20112026.cnv,20112026,20112,20,112,026,55.07,-52.5,2012-11-22 19:16:00, S0344, 2650,,  SI-14
20112027.cnv,20112027,20112,20,112,027,54.22,-51.57,2012-11-23 02:05:00, XBT05, 2668,,  SI14-BB15-01
20112028.cnv,20112028,20112,20,112,028,53.53,-50.9,2012-11-23 06:04:00, XBT05, 3586,,  SI14-BB15-02
20112029.cnv,20112029,20112,20,112,029,52.81,-50.21,2012-11-23 10:07:00, XBT05, 3500,,  SI14-BB15-03
20112030.cnv,20112030,20112,20,112,030,52.12,-49.57,2012-11-23 14:00:00, XBT05, 3500,,  SI14-BB15-04
20112031.cnv,20112031,20112,20,112,031,51.37,-48.88,2012-11-23 18:13:00, XBT05, 2800,,  SI14-BB15-05
20112032.cnv,20112032,20112,20,112,032,50.33,-47.95,2012-11-24 00:10:00, S0277, 2619,,  BB-15
20112033.cnv,20112033,20112,20,112,033,50.18,-48.47,2012-11-24 04:16:00, S0277, 2300,,  BB-14
20112034.cnv,20112034,20112,20,112,034,50.0,-49.0,2012-11-24 10:43:00, S0277, 1818,,  BB-13
20112035.cnv,20112035,20112,20,112,035,49.85,-49.5,2012-11-24 17:01:00, S0277, 1339,,  BB-12
20112036.cnv,20112036,20112,20,112,036,49.68,-50.02,2012-11-24 20:14:00, S0277, 0598,,  BB-11
20112037.cnv,20112037,20112,20,112,037,49.52,-50.53,2012-11-25 00:30:00, S0277, 0331,,  BB-10
20112038.cnv,20112038,20112,20,112,038,49.37,-51.02,2012-11-25 02:58:00, S0277, 0340,,  BB-09
20112039.cnv,20112039,20112,20,112,039,49.28,-51.28,2012-11-25 04:38:00, S0277, 0322,,  BB-08
