Filename,ID,Cruise ID,Ship,Trip,Station,Latitude,Longitude,Datetime,SerialNumber,Sounder Depth,Sample Size,Comments
10552001.cnv,10552001,10552,10,552,001,47.55,-52.59,2004-07-21 23:20:00, S0277, 0176,,    STATION 27
10552002.cnv,10552002,10552,10,552,002,47.35,-52.66,2004-07-22 20:45:00, XBT10, 0136,,  STN27-FC01-01
10552003.cnv,10552003,10552,10,552,003,47.18,-52.74,2004-07-22 21:45:00, XBT07, 0154,,  STN27-FC01-02
10552004.cnv,10552004,10552,10,552,004,47.0,-52.83,2004-07-22 23:00:00, S0277, 0105,,    FC-01
10552005.cnv,10552005,10552,10,552,005,47.0,-52.7,2004-07-23 00:34:00, S0277, 0184,,    FC-02
10552006.cnv,10552006,10552,10,552,006,47.0,-52.58,2004-07-23 02:09:00, S0277, 0160,,    FC-03
10552007.cnv,10552007,10552,10,552,007,47.0,-52.32,2004-07-23 04:51:00, S0277, 0124,,    FC-04
10552008.cnv,10552008,10552,10,552,008,47.0,-52.03,2004-07-23 07:21:00, S0277, 0139,,    FC-05
10552009.cnv,10552009,10552,10,552,009,47.0,-51.48,2004-07-23 10:13:00, S0277, 0099,,    FC-06
10552010.cnv,10552010,10552,10,552,010,47.0,-51.0,2004-07-23 12:30:00, S0277, 0102,,    FC-07
10552011.cnv,10552011,10552,10,552,011,47.0,-50.67,2004-07-23 14:38:00, S0277, 0176,,    FC-08
10552012.cnv,10552012,10552,10,552,012,47.0,-50.0,2004-07-23 17:34:00, S0277, 0084,,    FC-09
10552013.cnv,10552013,10552,10,552,013,47.0,-49.12,2004-07-23 21:37:00, S0277, 0080,,    FC-10
10552014.cnv,10552014,10552,10,552,014,47.0,-48.62,2004-07-24 00:18:00, S0277, 0103,,    FC-11
10552015.cnv,10552015,10552,10,552,015,47.0,-48.12,2004-07-24 03:41:00, S0277, 0134,,    FC-12
10552016.cnv,10552016,10552,10,552,016,47.0,-47.82,2004-07-24 06:16:00, S0277, 0165,,    FC-13
10552017.cnv,10552017,10552,10,552,017,47.0,-47.5,2004-07-24 08:29:00, S0277, 0214,,    FC-14
10552018.cnv,10552018,10552,10,552,018,47.0,-47.25,2004-07-24 10:38:00, S0277, 0538,,    FC-15
10552019.cnv,10552019,10552,10,552,019,47.0,-47.17,2004-07-24 13:31:00, S0277, 0846,,    FC-16
10552020.cnv,10552020,10552,10,552,020,47.0,-47.02,2004-07-24 15:15:00, S0277, 1131,,    FC-17
10552021.cnv,10552021,10552,10,552,021,47.0,-46.83,2004-07-24 18:25:00, S0277, 1172,,    FC-18
10552022.cnv,10552022,10552,10,552,022,47.0,-46.67,2004-07-24 19:58:00, S0277, 0865,,    FC-19
10552023.cnv,10552023,10552,10,552,023,47.0,-46.48,2004-07-24 21:39:00, S0277, 0344,,    FC-20
10552024.cnv,10552024,10552,10,552,024,47.0,-46.02,2004-07-25 01:31:00, S0277, 0302,,    FC-21
10552025.cnv,10552025,10552,10,552,025,47.0,-45.73,2004-07-25 05:36:00, S0277, 0274,,    FC-22
10552026.cnv,10552026,10552,10,552,026,47.0,-45.5,2004-07-25 07:26:00, S0277, 0248,,    FC-23
10552027.cnv,10552027,10552,10,552,027,47.0,-45.21,2004-07-25 09:10:00, S0277, 0166,,    FC-24
10552028.cnv,10552028,10552,10,552,028,47.0,-44.99,2004-07-25 11:16:00, S0277, 0148,,    FC-25
10552029.cnv,10552029,10552,10,552,029,47.0,-44.77,2004-07-25 12:32:00, S0277, 0148,,    FC-26
10552030.cnv,10552030,10552,10,552,030,47.0,-44.58,2004-07-25 14:18:00, S0277, 0135,,    FC-27
10552031.cnv,10552031,10552,10,552,031,47.0,-44.43,2004-07-25 15:10:00, S0277, 0151,,    FC-28
10552032.cnv,10552032,10552,10,552,032,47.0,-44.23,2004-07-25 16:19:00, S0277, 0271,,    FC-29
10552033.cnv,10552033,10552,10,552,033,47.0,-44.08,2004-07-25 18:02:00, S0277, 0329,,    FC-30
10552034.cnv,10552034,10552,10,552,034,47.0,-43.83,2004-07-25 19:26:00, S0277, 0555,,    FC-31
10552035.cnv,10552035,10552,10,552,035,47.0,-43.4,2004-07-25 22:50:00, S0277, 1229,,    FC-33
10552036.cnv,10552036,10552,10,552,036,47.0,-43.0,2004-07-26 02:01:00, S0277, 3550,,    FC-35
10552037.cnv,10552037,10552,10,552,037,47.29,-43.39,2004-07-26 07:30:00, XBT07, 2500,,  FC-35TOBB15-01
10552038.cnv,10552038,10552,10,552,038,47.63,-43.89,2004-07-26 10:30:00, XBT07, 0642,,  FC-35TOBB15-02
10552039.cnv,10552039,10552,10,552,039,48.02,-44.43,2004-07-26 13:30:00, XBT07, 0511,,  FC-35TOBB15-03
10552040.cnv,10552040,10552,10,552,040,48.39,-44.99,2004-07-26 16:30:00, XBT07, 0660,,  FC35-BB15-0440
10552045.cnv,10552045,10552,10,552,045,50.33,-47.95,2004-07-27 10:50:00, S0277, 2621,,    BB-15
10552046.cnv,10552046,10552,10,552,046,50.15,-48.47,2004-07-27 15:12:00, S0277, 2291,,    BB-14
10552047.cnv,10552047,10552,10,552,047,50.0,-49.0,2004-07-27 19:56:00, S0277, 1815,,    BB-13
10552048.cnv,10552048,10552,10,552,048,49.85,-49.5,2004-07-28 00:14:00, S0277, 1335,,    BB-12
10552049.cnv,10552049,10552,10,552,049,49.68,-50.02,2004-07-28 05:14:00, S0277, 0594,,    BB-11
10552050.cnv,10552050,10552,10,552,050,49.52,-50.53,2004-07-28 09:11:00, S0277, 0330,,    BB-10
10552051.cnv,10552051,10552,10,552,051,49.37,-51.02,2004-07-28 12:58:00, S0277, 0334,,    BB-09
10552052.cnv,10552052,10552,10,552,052,49.28,-51.28,2004-07-28 14:56:00, S0277, 0320,,    BB-08
10552053.cnv,10552053,10552,10,552,053,49.19,-51.54,2004-07-28 17:31:00, S0277, 0311,,    BB-07
10552054.cnv,10552054,10552,10,552,054,49.1,-51.83,2004-07-28 19:25:00, S0277, 0291,,    BB-06
10552055.cnv,10552055,10552,10,552,055,49.02,-52.07,2004-07-28 21:55:00, S0277, 0290,,    BB-05
10552056.cnv,10552056,10552,10,552,056,48.92,-52.4,2004-07-29 00:14:00, S0277, 0348,,    BB-04
10552057.cnv,10552057,10552,10,552,057,48.83,-52.65,2004-07-29 02:56:00, S0277, 0253,,    BB-03
10552058.cnv,10552058,10552,10,552,058,48.8,-52.75,2004-07-29 04:08:00, S0277, 0176,,    BB-02
10552059.cnv,10552059,10552,10,552,059,48.73,-52.97,2004-07-29 06:33:00, S0277, 0100,,    BB-01
10552060.cnv,10552060,10552,10,552,060,48.97,-53.2,2004-07-29 15:30:00, XBT07, 0323,,  BB01-SI01-01
10552061.cnv,10552061,10552,10,552,061,49.32,-53.25,2004-07-29 17:30:00, XBT10, 0127,,  BB01-SI01-02
10552062.cnv,10552062,10552,10,552,062,49.63,-53.45,2004-07-29 19:30:00, XBT10, 0128,,  BB01-SI01-03
10552063.cnv,10552063,10552,10,552,063,49.91,-53.84,2004-07-29 21:30:00, XBT10, 0168,,  BB01-SI01-04
10552064.cnv,10552064,10552,10,552,064,50.26,-54.04,2004-07-29 23:30:00, XBT07, 0302,,  BB01-SI01-05
10552065.cnv,10552065,10552,10,552,065,50.62,-54.23,2004-07-30 01:30:00, XBT07, 0287,,  BB01-SI01-06
10552066.cnv,10552066,10552,10,552,066,50.88,-54.35,2004-07-30 03:30:00, XBT07, 0246,,  BB01-SI01-07
10552067.cnv,10552067,10552,10,552,067,51.08,-54.47,2004-07-30 05:30:00, XBT07, 0224,,  BB01-SI01-08
10552068.cnv,10552068,10552,10,552,068,51.35,-54.62,2004-07-30 07:30:00, XBT07, 0257,,  BB01-SI01-09
10552069.cnv,10552069,10552,10,552,069,51.68,-54.78,2004-07-30 09:30:00, XBT10, 0179,,  BB01-SI01-10
10552070.cnv,10552070,10552,10,552,070,51.92,-54.99,2004-07-30 11:30:00, XBT07, 0243,,  BB01-SI01-11
10552071.cnv,10552071,10552,10,552,071,52.16,-55.29,2004-07-30 13:30:00, XBT10, 0174,,  BB01-SI01-12
10552072.cnv,10552072,10552,10,552,072,52.48,-55.46,2004-07-30 15:30:00, XBT10, 0185,,  BB01-SI01-13
10552073.cnv,10552073,10552,10,552,073,52.83,-55.55,2004-07-30 17:30:00, XBT10, 0138,,  BB01-SI01-14
10552074.cnv,10552074,10552,10,552,074,53.23,-55.65,2004-07-30 19:51:00, S0277, 0068,,    SI-01
10552075.cnv,10552075,10552,10,552,075,53.33,-55.5,2004-07-30 20:56:00, S0277, 0139,,    SI-02
10552076.cnv,10552076,10552,10,552,076,53.41,-55.36,2004-07-30 22:37:00, S0277, 0168,,    SI-03
10552077.cnv,10552077,10552,10,552,077,53.53,-55.15,2004-07-31 00:02:00, S0277, 0205,,    SI-04
10552078.cnv,10552078,10552,10,552,078,53.62,-55.0,2004-07-31 01:42:00, S0277, 0293,,    SI-05
10552079.cnv,10552079,10552,10,552,079,53.76,-54.78,2004-07-31 03:34:00, S0277, 0167,,    SI-06
10552080.cnv,10552080,10552,10,552,080,53.92,-54.5,2004-07-31 06:03:00, S0277, 0171,,    SI-07
10552081.cnv,10552081,10552,10,552,081,54.08,-54.22,2004-07-31 07:54:00, S0277, 0190,,    SI-08
10552082.cnv,10552082,10552,10,552,082,54.2,-54.0,2004-07-31 09:56:00, S0277, 0212,,    SI-09
10552083.cnv,10552083,10552,10,552,083,54.35,-53.73,2004-07-31 12:29:00, S0277, 0232,,    SI-10
10552084.cnv,10552084,10552,10,552,084,54.5,-53.5,2004-07-31 14:59:00, S0277, 0318,,    SI-11
10552085.cnv,10552085,10552,10,552,085,54.63,-53.25,2004-07-31 16:45:00, S0277, 0674,,    SI-12
10552086.cnv,10552086,10552,10,552,086,54.78,-53.0,2004-07-31 19:37:00, S0277, 1053,,    SI-13
10552087.cnv,10552087,10552,10,552,087,55.07,-52.5,2004-07-31 23:59:00, S0277, 2640,,    SI-14
10552088.cnv,10552088,10552,10,552,088,54.77,-52.28,2004-08-01 03:30:00, XBT07, 2028,,  SI14-WB18-01
10552089.cnv,10552089,10552,10,552,089,54.37,-51.97,2004-08-01 06:30:00, XBT07, 2714,,  SI14-WB18-02
10552090.cnv,10552090,10552,10,552,090,53.89,-51.6,2004-08-01 09:30:00, XBT07, 2776,,  SI14-WB18-03
10552091.cnv,10552091,10552,10,552,091,53.58,-51.37,2004-08-01 11:30:00, XBT07, 2700,,  SI14-WB18-04
10552092.cnv,10552092,10552,10,552,092,53.43,-51.26,2004-08-01 12:30:00, XBT07, 2652,,  SI14-WB18-06
10552093.cnv,10552093,10552,10,552,093,52.92,-50.91,2004-08-01 15:30:00, XBT07, 2681,,  SI14-WB18-06
10552094.cnv,10552094,10552,10,552,094,52.44,-50.57,2004-08-01 18:30:00, XBT07, 2185,,  SI14-WB18-07
10552095.cnv,10552095,10552,10,552,095,51.99,-50.25,2004-08-01 21:28:00, S0277, 2189,,    WB-18
10552096.cnv,10552096,10552,10,552,096,51.9,-50.6,2004-08-02 01:13:00, S0277, 0765,,    WB-16
10552097.cnv,10552097,10552,10,552,097,51.79,-50.99,2004-08-02 05:09:00, S0277, 0309,,    WB-14
10552098.cnv,10552098,10552,10,552,098,51.65,-51.5,2004-08-02 08:24:00, S0277, 0419,,    WB-13
10552099.cnv,10552099,10552,10,552,099,51.5,-52.0,2004-08-02 10:50:00, S0277, 0417,,    WB-12
10552100.cnv,10552100,10552,10,552,100,51.37,-52.48,2004-08-02 15:44:00, S0277, 0433,,    WB-11
10552101.cnv,10552101,10552,10,552,101,51.23,-53.0,2004-08-02 18:36:00, S0277, 0417,,    WB-09
10552102.cnv,10552102,10552,10,552,102,51.08,-53.5,2004-08-02 22:08:00, S0277, 0281,,    WB-08
10552103.cnv,10552103,10552,10,552,103,50.95,-54.0,2004-08-03 00:44:00, S0277, 0211,,    WB-07
10552104.cnv,10552104,10552,10,552,104,50.8,-54.5,2004-08-03 04:26:00, S0277, 0219,,    WB-05
10552105.cnv,10552105,10552,10,552,105,50.67,-55.0,2004-08-03 07:18:00, S0277, 0163,,    WB-04
10552106.cnv,10552106,10552,10,552,106,50.45,-55.62,2004-08-03 10:53:00, S0277, 0232,,    WB-03
10552107.cnv,10552107,10552,10,552,107,50.26,-55.02,2004-08-03 15:30:00, XBT07, 0250,,  WB03-YYT-01
10552108.cnv,10552108,10552,10,552,108,50.12,-54.5,2004-08-03 17:30:00, XBT07, 0254,,  WB03-YYT-02
10552109.cnv,10552109,10552,10,552,109,49.96,-53.96,2004-08-03 19:30:00, XBT10, 0163,,  WB03-YYT-03
10552110.cnv,10552110,10552,10,552,110,49.71,-53.57,2004-08-03 21:30:00, XBT10, 0192,,  WB03-YYT-04
10552111.cnv,10552111,10552,10,552,111,49.44,-53.24,2004-08-03 23:30:00, XBT10, 0188,,  WB03-YYT-05
10552112.cnv,10552112,10552,10,552,112,49.13,-53.07,2004-08-04 01:30:00, XBT07, 0263,,  WB03-YYT-06
10552113.cnv,10552113,10552,10,552,113,48.84,-52.92,2004-08-04 03:30:00, XBT10, 0135,,  WB03-YYT-07
10552114.cnv,10552114,10552,10,552,114,48.56,-52.78,2004-08-04 05:30:00, XBT10, 0134,,  WB03-YYT-08
10552115.cnv,10552115,10552,10,552,115,48.29,-52.73,2004-08-04 07:30:00, XBT10, 0197,,  WB03-YYT-09
10552116.cnv,10552116,10552,10,552,116,47.93,-52.65,2004-08-04 09:30:00, XBT10, 0175,,  WB03-YYT-10
10552117.cnv,10552117,10552,10,552,117,47.59,-52.62,2004-08-04 11:30:00, XBT10, 0150,,  WB03-YYT-11
10624001.cnv,10624001,10624,10,624,001,47.55,-52.59,2005-07-17 00:37:00, S0344, 0176,,    STATION 27
10624002.cnv,10624002,10624,10,624,002,47.35,-52.65,2005-07-17 03:20:00, XBT07, 0132,,  ST27 to FC01
10624003.cnv,10624003,10624,10,624,003,47.18,-52.72,2005-07-17 04:40:00, XBT07, 0161,,  ST27 to FC01
10624004.cnv,10624004,10624,10,624,004,47.0,-52.83,2005-07-17 07:00:00, S0344, 0101,,    FC-01
10624005.cnv,10624005,10624,10,624,005,47.0,-52.7,2005-07-17 09:23:00, S0344, 0187,,    FC-02
10624006.cnv,10624006,10624,10,624,006,47.0,-52.58,2005-07-17 10:58:00, S0344, 0156,,    FC-03
10624007.cnv,10624007,10624,10,624,007,47.0,-52.32,2005-07-17 13:21:00, S0344, 0122,,    FC-04
10624008.cnv,10624008,10624,10,624,008,47.0,-52.03,2005-07-17 15:40:00, S0344, 0139,,    FC-05
10624009.cnv,10624009,10624,10,624,009,47.0,-51.48,2005-07-17 19:24:00, S0344, 0100,,    FC-06
10624010.cnv,10624010,10624,10,624,010,47.0,-51.0,2005-07-17 22:05:00, S0344, 0105,,    FC-07
10624011.cnv,10624011,10624,10,624,011,47.0,-50.67,2005-07-18 00:44:00, S0344, 0175,,    FC-08
10624012.cnv,10624012,10624,10,624,012,47.0,-50.0,2005-07-18 04:00:00, S0344, 0038,,    FC-09
10624013.cnv,10624013,10624,10,624,013,47.0,-49.12,2005-07-18 09:30:00, S0344, 0082,,    FC-10
10624014.cnv,10624014,10624,10,624,014,47.0,-48.62,2005-07-18 12:39:00, S0344, 0105,,    FC-11
10624015.cnv,10624015,10624,10,624,015,47.0,-48.12,2005-07-18 15:26:00, S0344, 0133,,    FC-12
10624016.cnv,10624016,10624,10,624,016,47.0,-47.82,2005-07-18 17:53:00, S0344, 0165,,    FC-13
10624017.cnv,10624017,10624,10,624,017,47.0,-47.5,2005-07-18 20:06:00, S0344, 0215,,    FC-14
10624018.cnv,10624018,10624,10,624,018,47.0,-47.25,2005-07-18 22:29:00, S0344, 0543,,    FC-15
10624019.cnv,10624019,10624,10,624,019,47.0,-47.17,2005-07-19 00:41:00, S0344, 0867,,    FC-16
10624020.cnv,10624020,10624,10,624,020,47.0,-47.02,2005-07-19 02:36:00, S0344, 1130,,    FC-17
10624021.cnv,10624021,10624,10,624,021,47.0,-46.83,2005-07-19 06:40:00, S0344, 1172,,    FC-18
10624022.cnv,10624022,10624,10,624,022,47.0,-46.67,2005-07-19 10:03:00, S0344, 0896,,    FC-19
10624023.cnv,10624023,10624,10,624,023,47.0,-46.48,2005-07-19 11:44:00, S0344, 0346,,    FC-20
10624024.cnv,10624024,10624,10,624,024,47.0,-46.02,2005-07-19 15:09:00, S0344, 0303,,    FC-21
10624025.cnv,10624025,10624,10,624,025,47.0,-45.73,2005-07-19 17:42:00, S0344, 0274,,    FC-22
10624026.cnv,10624026,10624,10,624,026,47.0,-45.5,2005-07-19 19:05:00, S0344, 0249,,    FC-23
10624027.cnv,10624027,10624,10,624,027,47.0,-45.21,2005-07-19 20:44:00, S0344, 0169,,    FC-24
10624028.cnv,10624028,10624,10,624,028,47.0,-44.99,2005-07-19 22:42:00, S0344, 0149,,    FC-25
10624029.cnv,10624029,10624,10,624,029,47.0,-44.77,2005-07-20 00:03:00, S0344, 0148,,    FC-26
10624030.cnv,10624030,10624,10,624,030,47.0,-44.58,2005-07-20 02:04:00, S0344, 0134,,    FC-27
10624031.cnv,10624031,10624,10,624,031,47.0,-44.43,2005-07-20 03:03:00, S0344, 0149,,    FC-28
10624032.cnv,10624032,10624,10,624,032,47.0,-44.23,2005-07-20 04:25:00, S0344, 0266,,    FC-29
10624033.cnv,10624033,10624,10,624,033,47.0,-44.08,2005-07-20 06:22:00, S0344, 0328,,    FC-30
10624034.cnv,10624034,10624,10,624,034,47.0,-43.83,2005-07-20 08:13:00, S0344, 0555,,    FC-31
10624035.cnv,10624035,10624,10,624,035,47.0,-43.4,2005-07-20 11:42:00, S0344, 1233,,    FC-33
10624036.cnv,10624036,10624,10,624,036,47.0,-43.0,2005-07-20 14:34:00, XBT07, 3550,,  SAR XBT 001
10624037.cnv,10624037,10624,10,624,037,47.05,-42.24,2005-07-20 17:30:00, XBT07, 3500,,  SAR XBT 002
10624038.cnv,10624038,10624,10,624,038,47.06,-41.53,2005-07-20 20:30:00, XBT07, 3500,,  SAR XBT 003
10624039.cnv,10624039,10624,10,624,039,47.04,-40.81,2005-07-20 23:30:00, XBT07, 3500,,  SAR XBT 004
10624040.cnv,10624040,10624,10,624,040,46.99,-40.03,2005-07-21 02:30:00, XBT07, 3500,,  SAR XBT 005
10624041.cnv,10624041,10624,10,624,041,46.95,-39.24,2005-07-21 05:30:00, XBT07, 3500,,  SAR XBT 006
10624042.cnv,10624042,10624,10,624,042,46.93,-38.44,2005-07-21 08:30:00, XBT07, 4290,,  SAR XBT 007
10624043.cnv,10624043,10624,10,624,043,47.0,-37.66,2005-07-21 11:30:00, XBT07, 4300,,  SAR XBT 008
10624044.cnv,10624044,10624,10,624,044,47.07,-37.68,2005-07-21 14:30:00, XBT07, 4500,,  SAR XBT 009
10624045.cnv,10624045,10624,10,624,045,47.06,-37.9,2005-07-21 17:30:00, XBT07, 4500,,  SAR XBT 010
10624046.cnv,10624046,10624,10,624,046,47.07,-38.14,2005-07-21 20:30:00, XBT07, 4500,,  SAR XBT 011
10624047.cnv,10624047,10624,10,624,047,47.09,-38.45,2005-07-21 23:30:00, XBT07, 4000,,  SAR XBT 012
10624048.cnv,10624048,10624,10,624,048,47.1,-38.81,2005-07-22 02:30:00, XBT07, 3500,,  SAR XBT 013
10624049.cnv,10624049,10624,10,624,049,47.11,-39.11,2005-07-22 05:30:00, XBT07, 3500,,  SAR XBT 014
10624050.cnv,10624050,10624,10,624,050,47.12,-39.4,2005-07-22 08:50:00, XBT07, 4500,,  SAR XBT 015
10624051.cnv,10624051,10624,10,624,051,47.12,-39.65,2005-07-22 11:30:00, XBT07, 4000,,  SAR XBT 016
10624052.cnv,10624052,10624,10,624,052,47.23,-39.97,2005-07-22 14:30:00, XBT07, 3500,,  SAR XBT 017
10624053.cnv,10624053,10624,10,624,053,47.49,-40.61,2005-07-22 17:30:00, XBT07, 3500,,  SAR XBT 018
10624054.cnv,10624054,10624,10,624,054,47.75,-41.26,2005-07-22 20:30:00, XBT07, 3500,,  SAR XBT 019
10624055.cnv,10624055,10624,10,624,055,48.02,-41.95,2005-07-22 23:30:00, XBT07, 2500,,  SAR XBT 020
10624056.cnv,10624056,10624,10,624,056,48.29,-42.64,2005-07-23 02:30:00, XBT07, 2500,,  SAR XBT 021
10624057.cnv,10624057,10624,10,624,057,48.6,-43.42,2005-07-23 06:00:00, XBT07, 3500,,  SAR XBT 022
10624058.cnv,10624058,10624,10,624,058,48.82,-43.98,2005-07-23 08:30:00, XBT07, 2981,,  SAR XBT 023
10624059.cnv,10624059,10624,10,624,059,49.08,-44.66,2005-07-23 11:30:00, XBT07, 2582,,  SAR XBT 024
10624060.cnv,10624060,10624,10,624,060,49.33,-45.3,2005-07-23 14:30:00, XBT07, 2711,,  SAR XBT 025
10624061.cnv,10624061,10624,10,624,061,49.57,-45.94,2005-07-23 17:30:00, XBT07, 3000,,  SAR XBT 026
10624062.cnv,10624062,10624,10,624,062,49.82,-46.62,2005-07-23 20:30:00, XBT07, 2976,,  SAR XBT 027
10624063.cnv,10624063,10624,10,624,063,50.08,-47.28,2005-07-23 23:30:00, XBT07, 2800,,  SAR XBT 028
10624064.cnv,10624064,10624,10,624,064,50.33,-47.95,2005-07-24 02:36:00, S0344, 2621,,    BB-15
10624065.cnv,10624065,10624,10,624,065,50.15,-48.47,2005-07-24 06:30:00, S0344, 2299,,    BB-14
10624066.cnv,10624066,10624,10,624,066,50.0,-49.0,2005-07-24 11:48:00, S0344, 1823,,    BB-13
10624067.cnv,10624067,10624,10,624,067,49.85,-49.5,2005-07-24 16:52:00, S0344, 1338,,    BB-12
10624068.cnv,10624068,10624,10,624,068,49.69,-50.0,2005-07-24 21:50:00, S0344, 0625,,    BB-11
10624069.cnv,10624069,10624,10,624,069,49.52,-50.53,2005-07-25 03:02:00, S0344, 0333,,    BB-10
10624070.cnv,10624070,10624,10,624,070,49.37,-51.02,2005-07-25 07:52:00, S0344, 0337,,    BB-09
10624071.cnv,10624071,10624,10,624,071,49.28,-51.28,2005-07-25 09:51:00, S0344, 0320,,    BB-08
10624072.cnv,10624072,10624,10,624,072,49.19,-51.54,2005-07-25 12:30:00, S0344, 0311,,    BB-07
10624073.cnv,10624073,10624,10,624,073,49.1,-51.83,2005-07-25 14:25:00, S0344, 0288,,    BB-06
10624074.cnv,10624074,10624,10,624,074,49.02,-52.07,2005-07-25 17:07:00, S0344, 0289,,    BB-05
10624075.cnv,10624075,10624,10,624,075,48.92,-52.4,2005-07-25 19:23:00, S0344, 0349,,    BB-04
10624076.cnv,10624076,10624,10,624,076,48.83,-52.65,2005-07-25 21:56:00, S0344, 0249,,    BB-03
10624077.cnv,10624077,10624,10,624,077,48.8,-52.75,2005-07-25 22:51:00, S0344, 0175,,    BB-02
10624078.cnv,10624078,10624,10,624,078,48.73,-52.97,2005-07-26 01:00:00, S0344, 0101,,    BB-01
10624079.cnv,10624079,10624,10,624,079,49.14,-53.06,2005-07-26 07:30:00, XBT07, 0216,,  BB01 TO SI  01
10624080.cnv,10624080,10624,10,624,080,49.66,-52.96,2005-07-26 10:30:00, XBT07, 0347,,  BB01 TO SI  02
10624081.cnv,10624081,10624,10,624,081,50.15,-53.08,2005-07-26 13:31:00, XBT07, 0425,,  BB01 TO SI  03
10624082.cnv,10624082,10624,10,624,082,50.57,-53.42,2005-07-26 16:30:00, XBT07, 0425,,  BB01 TO SI 04
10624083.cnv,10624083,10624,10,624,083,51.02,-53.8,2005-07-26 19:30:00, XBT07, 0200,,  BB01 TO SI 05
10624084.cnv,10624084,10624,10,624,084,51.47,-54.16,2005-07-26 22:30:00, XBT07, 0317,,  BB01 TO SI 06
10624085.cnv,10624085,10624,10,624,085,51.92,-54.54,2005-07-27 01:30:00, XBT07, 0228,,  BB01 TO SI 07
10624086.cnv,10624086,10624,10,624,086,52.39,-54.93,2005-07-27 04:30:00, XBT07, 0242,,  BBO1 TO SI 08
10624087.cnv,10624087,10624,10,624,087,52.83,-55.31,2005-07-27 07:30:00, XBT07, 0152,,  BB01 TO SI 09
10624088.cnv,10624088,10624,10,624,088,53.23,-55.65,2005-07-27 10:19:00, S0344, 0064,,    SI-01
10624089.cnv,10624089,10624,10,624,089,53.33,-55.5,2005-07-27 11:28:00, S0344, 0129,,    SI-02
10624090.cnv,10624090,10624,10,624,090,53.41,-55.36,2005-07-27 13:10:00, S0344, 0160,,    SI-03
10624091.cnv,10624091,10624,10,624,091,53.53,-55.15,2005-07-27 14:44:00, S0344, 0202,,    SI-04
10624092.cnv,10624092,10624,10,624,092,53.62,-55.0,2005-07-27 16:39:00, S0344, 0292,,    SI-05
10624093.cnv,10624093,10624,10,624,093,53.76,-54.78,2005-07-27 18:23:00, S0344, 0166,,    SI-06
10624094.cnv,10624094,10624,10,624,094,53.92,-54.5,2005-07-27 20:53:00, S0344, 0171,,    SI-07
10624095.cnv,10624095,10624,10,624,095,54.08,-54.22,2005-07-27 22:45:00, S0344, 0191,,    SI-08
10624096.cnv,10624096,10624,10,624,096,54.2,-54.0,2005-07-28 01:01:00, S0344, 0216,,    SI-09
10624097.cnv,10624097,10624,10,624,097,54.35,-53.73,2005-07-28 03:38:00, S0344, 0236,,    SI-10
10624098.cnv,10624098,10624,10,624,098,54.5,-53.5,2005-07-28 06:09:00, S0344, 0320,,    SI-11
10624099.cnv,10624099,10624,10,624,099,54.63,-53.25,2005-07-28 08:10:00, S0344, 0693,,    SI-12
10624100.cnv,10624100,10624,10,624,100,54.78,-53.0,2005-07-28 11:57:00, S0344, 1057,,    SI-13
10624101.cnv,10624101,10624,10,624,101,55.07,-52.5,2005-07-28 16:42:00, S0344, 2650,,    SI-14
10624102.cnv,10624102,10624,10,624,102,54.6,-52.14,2005-07-28 20:30:00, XBT07, 2500,,  SI TO WB 01
10624103.cnv,10624103,10624,10,624,103,54.08,-51.77,2005-07-28 23:30:00, XBT07, 3500,,  SI TO WB 02
10624104.cnv,10624104,10624,10,624,104,53.57,-51.38,2005-07-29 02:30:00, XBT07, 2800,,  SI TO WB 02
10624105.cnv,10624105,10624,10,624,105,53.08,-51.02,2005-07-29 05:30:00, XBT07, 2500,,  SI TO WB 04
10624106.cnv,10624106,10624,10,624,106,52.58,-50.66,2005-07-29 08:30:00, XBT07, 2304,,  SI TO WB 05
10624107.cnv,10624107,10624,10,624,107,51.99,-50.25,2005-07-29 12:13:00, S0344, 2204,,    WB-18
10624108.cnv,10624108,10624,10,624,108,51.93,-50.47,2005-07-29 15:36:00, S0344, 1514,,    WB-17
10624109.cnv,10624109,10624,10,624,109,51.9,-50.6,2005-07-29 17:11:00, S0344, 0730,,    WB-16
10624110.cnv,10624110,10624,10,624,110,51.87,-50.71,2005-07-29 19:27:00, S0344, 0382,,    WB-15
10624111.cnv,10624111,10624,10,624,111,51.79,-50.99,2005-07-29 21:13:00, S0344, 0312,,    WB-14
10624112.cnv,10624112,10624,10,624,112,51.65,-51.5,2005-07-30 00:44:00, S0344, 0420,,    WB-13
10624113.cnv,10624113,10624,10,624,113,51.5,-52.0,2005-07-30 03:38:00, S0344, 0417,,    WB-12
10624114.cnv,10624114,10624,10,624,114,51.37,-52.48,2005-07-30 07:20:00, S0344, 0439,,    WB-11
10624115.cnv,10624115,10624,10,624,115,51.3,-52.72,2005-07-30 09:04:00, S0344, 0456,,    WB-10
10624116.cnv,10624116,10624,10,624,116,51.23,-53.0,2005-07-30 11:03:00, S0344, 0417,,    WB-09
10624117.cnv,10624117,10624,10,624,117,51.08,-53.5,2005-07-30 14:35:00, S0344, 0277,,    WB-08
10624118.cnv,10624118,10624,10,624,118,50.95,-54.0,2005-07-30 17:09:00, S0344, 0214,,    WB-07
10624119.cnv,10624119,10624,10,624,119,50.85,-54.33,2005-07-30 19:41:00, S0344, 0245,,    WB-06
